#SHEET_NAME,如果
,,,,,,,,,,默认58,,,,屋里的牙婆笑了笑，眯着眼睛问她。,屋裡的牙婆笑了笑，眯著眼睛問她。,The matchmaker in the room smiled and asked her with squinted eyes.,,"Посредница в доме усмехнулась, прищурив глаза.",
,,悔儿母亲,,,,,,,,默认59,,翩翩母亲/翩翩母亲_3,,[我生得，自己养了十四年。],[我生得，自己養了十四年。],"[I gave birth to her, and I've raised her for fourteen years.]",,«Я родила её и вырастила четырнадцать лет сама».,
,,牙婆,,,,,,,,默认60,,牙婆/牙婆_2,,[呵呵……自己的女儿你也卖？你可知卖到我们这的，多半之后要被卖去柳巷？],[呵呵……自己的女兒你也賣？你可知賣到我們這的，多半之後要被賣去柳巷？],[Heh... You're selling your own daughter? Do you know that most of those sold to us end up being sold to Liu Alley?],,"«Ха‑ха… Ты свою дочь продаёшь? Ты знаешь, что тех, кого продают нам, чаще всего перепродают в бордели на Люсяне?»",
,,悔儿母亲,,,,,,,,默认61,,翩翩母亲/翩翩母亲_4,,[知道……柳巷有什么呆不惯的……我也呆过……她能吃苦，能吃的……],[知道……柳巷有甚麼呆不慣的……我也呆過……她能吃苦，能吃的……],"[I know... What's there to be unaccustomed to in Liu Alley... I've been there too... She can endure hardship, she can handle it...]",,"«Я знаю… что в Люсяне трудно… я там тоже когда‑то была… Она сможет терпеть, сможет есть…»",
,,,,,,,,,,默认62,,,,妇人抿着唇，咬着牙说道。,婦人抿著唇，咬著牙說道。,"The woman said through clenched teeth, biting her lip.",,Женщина стиснула губы и сказала сквозь зубы.
,,,,,,,,,,默认63,,,,她虽然因将女儿卖入柳巷而有些痛苦，但因生计艰难，还是没打算改变主意。,她雖然因將女兒賣入柳巷而有些痛苦，但因生計艱難，還是沒打算改變主意。,"Although she was pained by the thought of selling her daughter into Liu Alley, due to difficult living conditions, she still didn't plan to change her mind.",,"Хотя ей больно продавать дочь в Люсян, из‑за бедности она не намеревалась менять решение."
,,牙婆,,,,,,,,默认64,,牙婆/牙婆_3,,[啧……行，就是卖小娃子没有这么贵的，五十两收不了，你若是只要二十两，我就收了。],[啧……行，就是賣小娃子沒有這麼貴的，五十兩收不了，你若是只要二十兩，我就收了。],"[Tch... Selling a little one is not that expensive, I can't take fifty taels, but if you're willing to accept twenty, then I'll take her.]",,"«Тсс… да не стоит так дорого продавать ребёнка, пятьдесят таэлей — это много. Если за двадцать таэлей, я возьму»."
,,悔儿母亲,,,,,,,,默认65,,翩翩母亲/翩翩母亲_5,,[二十两不行！],[二十兩不行！],[Twenty taels won't do!],,«Двадцать таэлей — нет!»,
,,,,,,,,,,默认66,,,,妇人依旧维持着她的大嗓门，在和牙婆讨价还价。,婦人依舊維持著她的大嗓門，在和牙婆討價還價。,"The woman still kept her loud voice, bargaining with the matchmaker.",,Женщина продолжала торговаться на всю округу.,
,,,,,,,,,,默认67,,,,小女孩听着娘亲和牙婆议论她的“卖身价”，仿佛更加伤心了。,小女孩聽著娘親和牙婆議論她的「賣身價」，彷佛更加傷心了。,"The little girl listened to her mother and the matchmaker discussing her 'selling price', which made her even sadder.",,"Слыша, как мать и посредница обсуждают её «цену», девочка ещё глубже погружалась в печаль."
,,,,,,,,,,默认68,,,,她将头埋着，眼泪啪嗒啪嗒地往下落。,她將頭埋著，眼淚啪嗒啪嗒地往下落。,"She buried her head, and tears dropped down one after another.",,Она упрятала голову и слёзы тихо капали.
,,,,,,,,,,默认69,,,,她努力不让自己哭出声音，担心着自己因为“不够坚强”又要被娘亲骂。,她努力不讓自己哭出聲音，擔心著自己因為「不夠堅強」又要被娘親罵。,"She tried not to cry out loud, worried that she would be scolded by her mother for not being strong enough.",,"Она старалась не всхлипывать, боясь снова услышать от матери обвинение в слабости."
,CharacterOff,,,,,,2,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,如果8,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,ReInk2,,Linear,,2,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认71,,,,方知宥在远处静静地看着。,方知宥在遠處靜靜地看著。,Fang Zhiyou watched quietly from a distance.,,Фан Чжию молча наблюдал издалека.,
,,,,,,,,,,默认72,,,,他不忍心，便拽了拽管家的袖子。,他不忍心，便拽了拽管家的袖子。,"He couldn't bear it, so he tugged at the sleeve of the steward.",,"Не выдержав, он потянул за рукав управляющего.",
,,方知宥,,,,,,,,默认73,,小方知宥/小方知宥_补_1,,[我们买了她吧。],[我們買了她吧。],[Let's buy her.],,"«Купим её», — предложил он.",
,,,,,,,,,,默认74,,,,方知宥对管家提议着。,方知宥對管家提議著。,Fang Zhiyou proposed to the steward.,,"«Сэр Фан, она слишком мала и худа… без года‑двух она ничего не сможет делать… это невыгодно», — покачал головой управляющий.",
,,管家,,,,,,,,默认75,,管家/管家_1,,[方少爷啊！她看着就年龄太小，也长得太瘦……不喂个一两年做不了什么事……不算值。],[方少爺啊！她看著就年齡太小，也長得太瘦……不喂個一兩年做不了什麼事……不算值。],[Master Fang ah! She looks too young and too skinny... Won't be able to do anything for a year or two... Not worth it.],,"«Она стоит того, она обязательно стоит того», — твёрдо сказал Фан Чжию, глядя управляющему в глаза.",
,,,,,,,,,,默认76,,,,管家摇了摇头。,管家搖了搖頭。,The steward shook his head.,,Управляющий задумался.,
,,方知宥,,,,,,,,默认77,,小方知宥/小方知宥_补_2,,[值，她一定值。],[值，她一定值。],"[Worth it, she must be worth it.]",,"Он подумал о том, что отношение между Фан Чжию и тёщей стало налаживаться, и, возможно, через несколько лет Фан Чжию станет хозяином дома Фан…"
,,,,,,,,,,默认78,,,,方知宥坚定地望着管家说道。,方知宥堅定地望著管家說道。,Fang Zhiyou said firmly to the steward.,,"Эта маленькая девочка тоже родилась в бедности, ей нелегко…"
,,,,,,,,,,默认80,,,,管家回望方知宥，沉思了一会儿。,管家回望方知宥，沉思了一會兒。,The steward looked back at Fang Zhiyou and pondered for a moment.,,"Пересчитав всё, управляющий всё же принял решение —",
,,,,,,,,,,默认81,,,,他想到方知宥和伯母近来关系逐渐好转，估计要不了多少年，方知宥便会成为方家的主人……,他想到方知宥和伯母近來關係逐漸好轉，估計要不了多少年，方知宥便會成為方家的主人……,"He thought that Fang Zhiyou's relationship with his aunt had gradually improved recently,估计要不了多少年，方知宥便会成为方家的主人... [In a few years, Fang Zhiyou will likely become the master of the Fang family...]",,"«Эй, я беру эту девчонку. Как её зовут?»",
,,,,,,,,,,默认82,,,,这个小女娃也出身苦命、很不容易……,這個小女娃也出身苦命、很不容易……,"This little girl also had a hard life, it wasn't easy...",,Управляющий с серебряной расплатой в руке подошёл к посреднице и не очень компетентной матери.,
,,,,,,,,,,默认83,,,,权衡再三，管家终究还是下了决定——,權衡再三，管家終究還是下了決定——,"After much consideration, the steward finally made his decision -",,"«Хуэйэр, её зовут Лин Хуэйэр», — ответила женщина, глядя на управляющего.",
,CharacterOff,,,,,,2,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,如果11,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,2,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,Bgm,翩翩偏偏,,,,2,3,,,,,,,,,,,
,,管家,,,,,,,,默认84,,管家/管家_2,,[喂，你这娃子我要了，她叫什么名字？],[喂，你這娃子我要了，她叫什麼名字？],"[Hey, I'll take this girl, what's her name?]",,В этот момент она посмотрела на Фан Чжию.,
,,,,,,,,,,默认85,,,,管家手里拿着银票，走向了牙婆和那个不太称职的母亲。,管家手裡拿著銀票，走向了牙婆和那個不太稱職的母親。,"The steward, holding a banknote, walked towards the matchmaker and the somewhat incompetent mother.",,Фан Чжию посмотрел на неё в ответ.,
,,悔儿母亲,,,,,,,,默认86,,翩翩母亲/翩翩母亲_6,,[悔儿，她叫林悔儿。],[悔兒，她叫林悔兒。],"[Hui'er, her name is Lin Hui'er.]",,"На её лице были следы недавнего плача, на его лице — мягкая улыбка."
,,,,,,,,,,默认87,,,,妇人看向了管家回答道。,婦人看向了管家回答道。,The woman looked at the steward and answered.,,"Два ребёнка долго смотрели друг на друга, запечатлевая облик друг друга в сердце.",
,CharacterOff,,,,,,2,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,如果9,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,2,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认89,,,,这时她望向方知宥。,這時她望向方知宥。,"At this moment, she looked towards Fang Zhiyou.",,…
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,如果10,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认90,,,,方知宥也望向了她。,方知宥也望向了她。,Fang Zhiyou also looked at her.,,"Когда Лин Хуэйэр попала в Фан-юань, она стала одной из горничных.",
,,,,,,,,,,默认91,,,,她的脸上带着刚哭过的痕迹，他的脸上挂着温柔的微笑。,她的臉上帶著剛哭過的痕跡，他的臉上掛著溫柔的微笑。,"Her face still showed signs of having just cried, his face bore a gentle smile.",,"Поначалу тёща была недовольна и упрекала управляющего за то, что тот, послушав Фан Чжию, потратил столько денег на такую хрупкую девушку.",
,,,,,,,,,,默认92,,,,两个小娃子四目相对，久久地对望着，将对方的容貌印在了心里。,兩個小娃子四目相對，久久地對望著，將對方的容貌印在了心裡。,"The two children looked at each other for a long time, imprinting each other's features in their hearts.",,"Но не устояв перед настойчивыми просьбами Фан Чжию, тёща в итоге приняла Лин Хуэйэр.",
,,,,,,,,,,默认921,,,,……,……,……,,"В день её возвращения Су Ляньян принесла таз с водой, сама вымыла ей голову и в конце вытерла волосы чистой старой тряпкой."
,FadeOut,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认94,,,,林悔儿进了方园后，便成了方园中的一个丫鬟。,林悔兒進了方園後，便成了方園中的一個丫鬟。,"After entering the Fang Garden, Lin Huier became a maid there.",,Впервые Лин Хуэйэр испытала такую нежную заботу и не удержалась от слёз.
,,,,,,,,,,默认95,,,,伯母起初有些不满，责怪管家听了方知宥的，竟然花了不少的钱买了这么一个瘦弱的姑娘。,伯母起初有些不滿，責怪管家聽了方知宥的，竟然花了不少的錢買了這麼一個瘦弱的姑娘。,"At first, his aunt was a bit dissatisfied, blaming the steward for listening to Fang Zhiyou, who spent a lot of money buying such a frail girl.",,Плачущую утешала Су Ляньян.
,,,,,,,,,,默认96,,,,但禁不住方知宥的软磨硬泡，最终，伯母还是接受了林悔儿。,但禁不住方知宥的軟磨硬泡，最終，伯母還是接受了林悔兒。,"But she couldn't resist Fang Zhiyou's constant pleading, and in the end, his aunt accepted Lin Huier.",,"Су Ляньян рассказывала Лин Хуэйэр о людях и событиях, которых встретила в землях Цзинь, о клиньях летящих северных гусей; Лин Хуэйэр в ответ рассказывала о прогулках с матерью и о том, как та водила её по рынку…",
,BgEvent,如果0,,,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Se,风吹树叶,,,,,,,,,,,,,,,,,
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,如果12,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认97,,,,刚回来的那一天，苏连雁打了一盆水，亲手替她洗了头，最后再用一块干净的旧布把她的头发擦干。,剛回來的那一天，蘇連雁打了一盆水，親手替她洗了頭，最後再用一塊乾淨的舊布把她的頭髮擦乾。,"The day she returned, Su Lianyan fetched a basin of water and personally washed her hair, then dried it with a clean old cloth.",,"В это время Фан Чжию держал в руках книгу и притворялся, что читает издалека, но часто украдкой поглядывал на них.",
,,,,,,,,,,默认98,,,,林悔儿头一次受到如此温柔的照顾，忍不住又哭了出来。,林悔兒頭一次受到如此溫柔的照顧，忍不住又哭了出來。,"For the first time, Lin Huier received such gentle care, which made her cry again.",,Он думал про себя: эта девочка по имени Хуэйэр действительно плакса.,
,,,,,,,,,,默认99,,,,她哭着，苏连雁安慰着她。,她哭著，蘇連雁安慰著她。,She cried while Su Lianyan comforted her.,,"Я обязаюсь беречь её, защищать её.",
,,,,,,,,,,默认100,,,,苏连雁给林悔儿讲起自己在晋地遇到的人和事，讲起北境那成排飞过的大雁；林悔儿则是给苏连雁讲起自己曾和娘亲出去玩，娘亲带她逛市集……,蘇連雁給林悔兒講起自己在晉地遇到的人和事，講起北境那成排飛過的大雁；林悔兒則是給蘇連雁講起自己曾和娘親出去玩，娘親帶她逛市集……,"Su Lianyan told Lin Huier about the people and things he encountered in Jindian, and about the rows of geese flying over the northern border; Lin Huier, in turn, told Su Lianyan about the times she went out with her mother, how her mother took her to the market…",,В этой жизни я больше не позволю ей плакать.
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,如果15,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认101,,,,而这时，方知宥则是捧着一本书，假装在远处读，却从不远处时常偷眼看着她俩。,而這時，方知宥則是捧著一本書，假裝在遠處讀，卻從不遠處時常偷眼看著她倆。,"At this time, Fang Zhiyou was holding a book, pretending to read from a distance, but frequently stealing glances at them from afar.",,В тринадцатый год правления Чунчжэня.
,,,,,,,,,,默认102,,,,他心想，这个叫悔儿的女孩子，还真是爱哭。,他心想，這個叫悔兒的女孩子，還真是愛哭。,"He thought to himself, this girl named Huier really does cry a lot.",,На границе между улицей Люсян и Западной торговой улицей стоял деревянный мост.
,BgEvent,如果14,,,,,1,,,,,,,,,,,,
,,,,,,,,,,默认103,,,,自己一定要好好珍惜她、保护她。,自己一定要好好珍惜她、保護她。,He must treasure and protect her.,,"Сегодня вечером прохожие, проходившие по мосту, слышали не только журчание воды под мостом, но и приглушённые всхлипы.",
,,,,,,,,,,默认104,,,,今生，都不能再让她哭了。,今生，都不能再讓她哭了。,"In this life, he must never let her cry again.",,"Лин Хуэйэр сидела на корточках у моста, глубоко зарыв лицо в колени.",
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,,
,ScreenText,1,White,2,1.5,2,70,,,结语12,,,,,,,,,
,Bgm,那年翩翩,,,,3,3,,,,,,,,,,,
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,新如果1,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认105,,,,崇祯十三年。,崇禎十三年。,The thirteenth year of the Chongzhen Emperor.,,"Она не ела целый день, её живот болел от голода, но по сравнению с кинжальной болью в груди боль в желудке казалась ничтожной."
,,,,,,,,,,默认106,,,,柳巷与西商街的交界处有一座木桥。,柳巷與西商街的交界處有一座木橋。,There is a wooden bridge at the intersection of Willow Alley and West Merchant Street.,,Её мать умерла.
,,,,,,,,,,默认107,,,,今晚，行至木桥的晚归者不仅能听到木桥下的潺潺流水声，还能听到一阵压低的呜咽声。,今晚，行至木橋的晚歸者不僅能聽到木橋下的潺潺流水聲，還能聽到一陣壓低的嗚咽聲。,"Tonight, those who return late to the wooden bridge can not only hear the gurgling of the water below but also a suppressed sobbing sound.",,"Та женщина, которая вырастила её, та, что в детстве поднимала её высоко над головой и покупала ей леденцы…"
,,,,,,,,,,默认108,,,,林悔儿蹲在木桥旁，把脸深深埋进膝盖里。,林悔兒蹲在木橋旁，把臉深深埋進膝蓋裡。,"Lin Huier squatted by the wooden bridge, burying her face deep into her knees.",,"Та, что в четырнадцать лет продала её в Люсян, жестоко бросив и продав за тридцать таэлей…",
,,,,,,,,,,默认109,,,,她已经一整天没吃东西了，肚子里空得发疼，可比起胸口锥心般的疼痛，肚子上的疼倒不算什么了。,她已經一整天沒吃東西了，肚子裡空得發疼，可比起胸口錐心般的疼痛，肚子上的疼倒不算什麼了。,"She hadn't eaten anything all day, and her stomach ached with emptiness, but compared to the heart-wrenching pain in her chest, the pain in her stomach was nothing.",,"Та, кого она и любила больше всего, и ненавидела, и ради кого жила, вдруг неожиданно умерла."
,,,,,,,,,,默认110,,,,她的娘亲死了。,她的娘親死了。,Her mother had died.,,Она была глубоко огорчена и ощущала беспрецедентную одиночество.,
,,,,,,,,,,默认111,,,,那个曾把她养大，曾在小时候把她举得高高的、给她买糖葫芦的女人……,那個曾把她養大，曾在小時候把她舉得高高的、給她買糖葫蘆的女人……,"The woman who raised her, who once lifted her high and bought her candy apples when she was little…",,"Она много раз хотела встать, волоча оцепеневшие ноги, идти к реке и представить, как прыгает в воду, чтобы покончить с собой, но каждый раз отступала.",
,,,,,,,,,,默认112,,,,那个在她刚满十四岁时把她卖到柳巷，残忍地抛下她不管、把她卖了三十两银子的女人……,那個在她剛滿十四歲時把她賣到柳巷，殘忍地拋下她不管、把她賣了三十兩銀子的女人……,"The woman who sold her to Willow Alley when she was just fourteen, cruelly abandoned her and sold her for thirty silver pieces…",,"Она боялась чёрной реки, ей было холодно и мерзко, она не хотела умирать.",
,,,,,,,,,,默认113,,,,那个她最爱的、最恨的、也是世间最在乎的人，就这么突然地病死了。,那個她最愛的、最恨的、也是世間最在乎的人，就這麼突然地病死了。,"The one she loved the most, hated the most, and cared about the most in the world, died suddenly of illness.",,"Единственный раз, когда она почти решилась, она уже поднялась на мост, но её остановила неподалёку одна старшая девушка.",
,,,,,,,,,,默认114,,,,她很伤心，觉得前所未有的孤独。,她很傷心，覺得前所未有的孤獨。,"She was very sad, feeling unprecedented loneliness.",,Та старшая девушка отговорила её от самоубийства.,
,,,,,,,,,,默认115,,,,她许多次想站起来，拖着那麻得有些失去知觉的腿走向河边，想象着自己跳河自尽，却又总是退了回来。,她許多次想站起來，拖著那麻得有些失去知覺的腿走向河邊，想像著自己跳河自盡，卻又總是退了回來。,"Many times she wanted to stand up, dragging her numb legs towards the river, imagining jumping in to commit suicide, but she always backed out.",,"У неё был острый язык, но мягкое сердце; хоть она жаловалась, что из‑за Лин Хуэйэр у неё не было клиентов всю ночь, она всё равно осталась рядом с ней.",
,,,,,,,,,,默认116,,,,她怕那黑漆漆的河水，她觉得冷，觉得脏，她不想死。,她怕那黑漆漆的河水，她覺得冷，覺得髒，她不想死。,"She was afraid of the dark river, she felt cold, dirty, she didn't want to die.",,Она не давала Лин Хуэйэр снова предпринять попытку покончить с собой.,
,,,,,,,,,,默认117,,,,她唯一快下定决心的一次，本来已经爬上了木桥，却被不远处的一位老姑娘拉住了。,她唯一快下定決心的一次，本來已經爬上了木橋，卻被不遠處的一位老姑娘拉住了。,"The only time she almost made up her mind, she had already climbed onto the wooden bridge, but was stopped by an old lady nearby.",,…,
,,,,,,,,,,默认118,,,,那个老姑娘劝住了她，让她不要寻死。,那個老姑娘勸住了她，讓她不要尋死。,That old lady persuaded her not to seek death.,,Старшая девушка немного посидела с ней и начала засыпать; в этот момент издалека мелькнул шагающий свет — кто‑то нёс фонарь и приближался к ним —
,,,,,,,,,,默认119,,,,老姑娘刀子嘴豆腐心，她虽然表面抱怨林悔儿害得她一晚上都接不客，却始终守在她身边。,老姑娘刀子嘴豆腐心，她雖然表面抱怨林悔兒害得她一晚上都接不客，卻始終守在她身邊。,"The old maid has a sharp tongue but a kind heart; she complains about Lin Huier causing her to be unable to serve guests all night, yet she stays by her side.",,кто‑то поднял фонарь и осветил лицо сидящей Лин Хуэйэр.
,,,,,,,,,,默认120,,,,老姑娘看着她，不让她再动寻死的念头。,老姑娘看著她，不讓她再動尋死的念頭。,"The old maid watches over her, not allowing her to entertain thoughts of suicide.",,Это была женщина в серо‑голубом длинном платье.
,,,,,,,,,,默认1201,,,,……,……,...,,"Прядь её длинных волос свободно свисала на грудь, а в её взгляде, казалось, таилось мерцание звёзд и утончённая одухотворённость."
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认121,,,,老姑娘陪了她一会儿，陪地自己快要睡着了——这时，远处有一盏摇摇晃晃的灯光，一点点凑近她们——,老姑娘陪了她一會兒，陪得自己快要睡著了——這時，遠處有一盞搖搖晃晃的燈光，一點點湊近她們——,"The old maid, almost falling asleep herself—then, in the distance, a摇摇晃晃的灯光 approaches them—",,За её спиной стоял высокий мужчина с оттенком侠客 в облике; появление этих двоих внушало сильное чувство спокойствия.
,,,,,,,,,,默认122,,,,有人提着一盏灯，照亮了蹲着的林悔儿的脸庞。,有人提著一盞燈，照亮了蹲著的林悔兒的臉龐。,Someone holding a lamp illuminates Lin Huier's crouching figure.,,Освещавшая Лин Хуэйэр — это была Ман Суй.,
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,新如果2,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认124,,,,那是一位穿着者灰蓝色长裙的女子。,那是一位穿著灰藍色長裙的女子。,It was a woman wearing a grey-blue long dress.,,"Ман Суй и Лян, выйдя из чайного павильона «Плавающий свет», заблудились из‑за того, что Лян повернул не туда.",
,,,,,,,,,,默认125,,,,她的一缕长发随意垂落于胸前，眼眸中仿佛藏着星灿，流转着灵秀之气。,她的一縷長髮隨意垂落於胸前，眼眸中彷彿藏著星燦，流轉著靈秀之氣。,"A strand of her long hair casually falls onto her chest, her eyes seem to hold the brilliance of stars, exuding a lively spirit.",,"Чтобы не сбиться снова, они купили фонарь в одном из лавок и, шагая, наткнулись на Лин Хуэйэр, сидящую и плачущую у моста.",
,,,,,,,,,,默认126,,,,她的身后守着一位身材高大，有几分侠客气质的男子，这两人的出现给人一种极强的安定之感。,她的身後守著一位身材高大，有幾分俠客氣質的男子，這兩人的出現給人一種極強的安定之感。,Behind her stands a tall man with a touch of the swordsman about him; the presence of these two people brings a strong sense of stability.,,"«Девушка, что с тобой?» — чуть присев, Ман Суй тёплым светом фонаря осветила лицо Лин Хуэйэр.",
,,,,,,,,,,默认127,,,·,照亮林悔儿的人——是满穗。,照亮林悔兒的人——是滿穗。,The person who lit up Lin Huier—is Man Sui.,,Её голос был тихим и очень нежным.,
,,,,,,,,,,默认129,,,,满穗和良从浮光茶舍中离开后，因良带错了路，便走反了地方。,滿穗和良從浮光茶舍中離開後，因良帶錯了路，便走反了地方。,"After leaving the Floating Light Teahouse, Man Sui and Liang took a wrong turn and ended up going the opposite way.",,«Моя… моя мать умерла… теперь у меня нет матери…»,
,,,,,,,,,,默认130,,,,他们因不想再迷路而在一家店里买了盏灯，走着走着，正遇上蹲在木桥旁哭泣的林悔儿。,他們因不想再迷路而在一家店裡買了盞燈，走著走著，正遇上蹲在木橋旁哭泣的林悔兒。,"Not wanting to get lost again, they bought a lamp from a shop and, as they walked, they came across Lin Huier crouching by a wooden bridge and crying.",,"Хуэйэр сказала это, всхлипывая."
