#SHEET_NAME,结局-出家
,,,,,,,,,,默认61,,,,新朝推行剃发令，所有汉人都要剃发易服，若是有人不依法照做，便会被朝廷的官兵杀头。,新朝推行剃發令，所有漢人都要剃髮易服，若是有人不依法照做，便會被朝廷的官兵殺頭。,"The New Dynasty enforced the Hair Shaving Order, mandating all Han people to shave their heads and change attire—disobedience meant execution by Imperial Guards.",朝廷は<ruby=ていはつれい>剃髪令</ruby>を公布し、すべての漢民族は髪を剃って頭を丸めなければならない。もしも従わなければ、朝廷の官兵によって斬首される。,Новая династия ввела указ о бритье головы: всем ханьцам было приказано сбрить волосы и сменить одежду - за неповиновение их казнили.,
,,,,,,,,,,默认62,,,,很多施主虽然对此规定不满，认为此举是背叛祖宗、是行亡族灭种之事。,很多施主雖然對此規定不滿，認為此舉是背叛祖宗、是行亡族滅種之事。,"Many patrons, though resentful of this decree, viewed it as a betrayal of their ancestors and a step toward racial annihilation.",多くの施主がこの決まりについて、先祖への裏切りであり、亡族の行いであると不満を抱いている。,"Многие господа миряне были недовольны этим указом, они считали его предательством своих предков и актом, ведущим к истреблению их народа.",
,,,,,,,,,,默认63,,,,毕竟，剃发易服了后，装束和那些曾经的异族之人一同，那么还能算是汉人吗？,畢竟，剃髮易服了後，裝束和那些曾經的異族之人一同，那麼還能算是漢人嗎？,"After all, once the Shaving Hair and Changing Attire is enforced, with attire now resembling that of the former outsiders, can one still be considered Han?",髪を剃り服まで変え、かつての異民族と同じになってしまったら、それは漢人と呼べるのだろうか。,"Ведь, если так подумать, сбрив волосы и надев чужеземную одежду, став по облику неотличим от захватчиков, - можешь ли ты по-прежнему считать себя ханьцем?",
,,,,,,,,,,默认64,,,,然而，诸位施主们为了保命，几乎少有人敢于反抗。,然而，諸位施主們為了保命，幾乎少有人敢於反抗。,"Yet, for the sake of survival, few Patrons dared to resist.",しかし施主たちは自分の命を守るため、反抗しようとする者はごく少数だった。,"Тем не менее, большинство господ мирян ради выживания не осмелилось сопротивляться.",
,,,,,,,,,,默认65,,,,呵。,呵。,Heh.,ふっ。,Хех.,
,,,,,,,,,,默认66,,,,说到这里，贫僧便想自夸、亦或是自嘲一番了。,說到這裡，貧僧便想自誇、亦或是自嘲一番了。,"Speaking of this, This Humble Monk cannot help but boast—or perhaps mock himself.",私は自分のことを褒めつつ、また自嘲した。,"Кстати, сей монах не может не похвастаться... а точнее, посмеяться над собой.",
,,,,,,,,,,默认67,,,,看来，贫僧还是聪明的。,看來，貧僧還是聰明的。,It seems This Humble Monk is still clever.,どうやら私は幾分か聡明だったようだ。,"Похоже, сей монах всё-таки оказался умён.",
,,,,,,,,,,默认68,,,,只要贫僧在剃发易服的规定前出家，那么何人能分辨贫僧究竟是大明的和尚，还是新朝的和尚？,只要貧僧在剃髮易服的規定前出家，那麼何人能分辨貧僧究竟是大明的和尚？還是新朝的和尚？,"As long as This Humble Monk becomes a monk before the Shaving Hair and Changing Attire decree, who could tell whether he is a monk of the Great Ming? Or a monk of the New Dynasty?",剃髪令の前に出家してしまったら、明の朝廷の僧なのか、新たな朝廷の僧なのか、誰も区別できまい。,"Сей монах принял постриг ещё до указа о бритье головы и смене одежды - и кто теперь сможет сказать, монах ли он великой Мин или же монах новой династии?",
,,,,,,,,,,默认69,,,,贫僧顶着一个比谁都要光洁的大光头，自然没人知道我到底心向前朝，还是新朝。,貧僧頂著一個比誰都要光潔的大光頭，自然沒人知道我到底心向前朝，還是新朝。,"With a shaved head smoother than anyone else's, naturally no one knows whether This Humble Monk's heart leans toward the Former dynasty or the New Dynasty.",私は誰よりもきらりと光る禿げ頭だ。当たり前だが、この心が明に向いているのか、それとも新たな朝廷に向いているのかなどわかりっこない。,"С совершенно лысой головой, кто поймёт, сердцем ли сей монах с великой Мин или же с новой династией?",
,,,,,,,,,,默认70,,,,我想，和尚之中，应当不只有一人有这样的想法。,我想，和尚之中，應當不只有一人有這樣的想法。,"I believe among the monks, there must be more than one who shares this thought.",きっと僧の中で同じ考えの者は、私だけではないはずだ。,"Наверное, среди монахов не я один так думаю.",
,BgEvent,出家7,,,,,1,,,,,,,
,,,,,,,,,,默认71,,,,栖霞寺中，除了我这个和尚，还有另一名叫“明慧”的和尚，比我更加思念前朝。,棲霞寺中，除了我這個和尚，還有另一名叫“明慧”的和尚，比我更加思念前朝。,"At Qixia Temple, besides me, there was another monk named ""Ming Hui"" who longed for the former dynasty even more deeply than I did.",棲霞寺では私以外に「<ruby=めいけい>明慧</ruby>」という和尚がいる。彼は私よりも前の朝廷寄りだ。,"В храме Цися, помимо меня, был ещё один монах по имени ""Минхуэй"", который тосковал по прошлой династии даже пуще моего.",
,,,,,,,,,,默认72,,,,我是在藏经阁中偶遇“明慧”的。,我是在藏經閣中偶遇“明慧”的。,"I happened upon ""Ming Hui"" in the scripture library.",私は<ruby=ぞうけいかく>蔵経閣</ruby>で「明慧」と出会った。,"Я встретил его случайно в библиотеке, где хранились сутры.",
,,,,,,,,,,默认73,,,,我遇到他时，他正在整理被雨水打湿的经卷，动作优雅而从容。,我遇到他時，他正在整理被雨水打濕的經卷，動作優雅而從容。,"When I met him, he was arranging sutras dampened by rain, his movements graceful and unhurried.",初めて出会った時、彼は雨に打たれながら経を整理しており、その様子がとても優雅だったのを覚えている。,"Когда я увидел его, он раскладывал сутры, отсыревшие от дождя. Его движения были спокойными и изящными.",
,,,,,,,,,,默认74,,,,他见到我后，微笑着向我行礼，再而向我问好。,他見到我後，微笑著向我行禮，再而向我問好。,"Upon seeing me, he smiled, bowed, and then greeted me.",私を見ると彼は微笑んで一礼し、挨拶の言葉をかけてくれた。,"Увидев меня, он улыбнулся и, поздоровавшись, поклонился.",
,,,,,,,,,,默认75,,,,他的声音很轻，却像山泉一样清澈。,他的聲音很輕，卻像山泉一樣清澈。,"His voice was soft, yet clear as a mountain spring.",彼の声はとても小さかったが、まるで清流のように澄んでいた。,"Его голос был мягким, но чистым, словно горный источник.",
,,,,,,,,,,默认76,,,,我们很快熟络起来，常常一起研读经书。,我們很快熟絡起來，常常一起研讀經書。,We quickly grew close and often studied scriptures together.,私たちはすぐに仲良くなり、いつも一緒に経の研究に勤しんだ。,Мы быстро сблизились и стали часто вместе изучать сутры.,
,,,,,,,,,,默认77,,,,明慧对佛法有着独特的见解，他谈吐非凡，见识颇广。,明慧對佛法有著獨特的見解，他談吐非凡，見識頗廣。,Ming Hui possessed unique insights into Buddhist teachings; his words were profound and his knowledge extensive.,明慧は仏法に独特な見解を持っており、見識も広く、話すことはいつも奇抜だった。,"Минхуэй очень хорошо знал буддийский канон - его слова были глубоки, а познания обширны.",
,,,,,,,,,,默认78,,,,除了佛法之外，他还喜欢四处搜寻前朝崇祯年间的书籍和旧物。,除了佛法之外，他還喜歡四處搜尋前朝崇禎年間的書籍和舊物。,"Besides Buddhist teachings, he also loved collecting books and artifacts from the Chongzhen era of the former dynasty.",仏法以外にも、彼は崇禎時代の本や物を集めるのが好きだった。,"Помимо учения Будды, он также любил собирать книги и вещи времён правления Чунчжэня, последнего императора прежней династии.",
,,,,,,,,,,默认79,,,,我能感受到他对前朝的深切思念，也常常因此调侃他。,我能感受到他對前朝的深切思念，也常常因此調侃他。,"I could feel his profound longing for the former dynasty, and would often joke with him about it.",その行為から以前の王朝を懐かしんでいることを感じることができたため、よく彼をからかった。,Я чувствовал его глубокую тоску по прежней династии и часто подшучивал над ним из-за этого.,
,,,,,,,,,,默认80,,,,他大概出身不凡，从小受到了不错的家教，估计与我一样，至少曾有一个秀才身份。,他大概出身不凡，從小受到了不錯的家教，估計與我一樣，至少曾有一個秀才身份。,"He probably came from nobility, having received proper upbringing since childhood - like me, he must have at least been a scholar once.",おそらく、彼はやんごとなき身分の出で、子供の頃から良い教育を受けていたのだろう。私と同じく、少なくとも秀才の身分を持っているようだった。,"Он наверняка был голубых кровей и получил хорошее домашнее образование и, думаю, как и я, некогда удостаивался по крайней мере статуса сюцая.",
,,,,,,,,,,默认81,,,,我和他是寺庙内最为聊得来的师兄弟。,我和他是寺廟內最為聊得來的師兄弟。,We were the closest teacher-disciple pair in the temple.,彼とはこの寺で最も話が通じる兄弟弟子となった。,Мы с ним в этом храме были наиболее ладившими друг с другом братьями по учению.,
,BgEvent,出家10,,,,,1,,,,,,,
,,,,,,,,,,默认82,,,,闲暇之时，我们常在月光下对弈，在松风中品茶，常讨论着前朝旧事，对过去的一切感到怀念。,閒暇之時，我們常在月光下對弈，在松風中品茶，常討論著前朝舊事，對過去的一切感到懷念。,"In our free time, we would often play Go under the moonlight, drink tea in the pine-scented breeze, and reminisce about the former dynasty, growing nostalgic about the past.",暇さえあれば私たちは月の下で碁を打ち、松風の中で茶を嗜み、昔のことを語り合い、過ぎ去った日々を懐かしんだ。,"В свободное время мы играли в шахматы при лунном свете, пили чай под пахнущим соснами ветром и вспоминали прежнюю династию, предаваясь ностальгии.",
,,,,,,,,,,默认83,,,,十几年的时光转瞬即逝，俗世间多有变化。,十幾年的時光轉瞬即逝，俗世間多有變化。,"Dozens of years passed in the blink of an eye, with much changing in the mortal world.",十数年という時間があっという間に過ぎ、俗世も大きく変わった。,"Больше десяти лет пролетели в одно мгновение, и в мирском мире многое изменилось.",
,,,,,,,,,,默认84,,,,就算我们不去刻意打听，也从香客那里听到了许多消息。,就算我們不去刻意打聽，也從香客那裡聽到了許多消息。,"Even without deliberately inquiring, we heard much news from the pilgrims.",わざわざ訊かずとも、訪れる香客がさまざまなことを話してくれた。,"Даже не расспрашивая специально, мы многое узнавали от паломников.",
,,,,,,,,,,默认85,,,,那个作恶多端的金翅大鹏王死了，他因感染天花而亡，同样作恶多端的他那俩兄弟，最后都不得善终。,那個作惡多端的金翅大鵬王死了，他因感染天花而亡，同樣作惡多端的他那兩個兄弟，最後都不得善終。,"That wicked Golden Eagle King died of smallpox, and his equally wicked brothers also met with bad ends.",たとえば、あの悪行の限りを尽くした金翼鵬王が<ruby=天然痘>天花</ruby>に罹って死んだこととか。同じく悪行を重ねた二人の兄弟も、悲惨な末路だったそうだ。,"Тот жестокий Великий Златокрылый Кондор умер, заразившись оспой. Его не менее жестокие братья тоже встретили дурной конец.",
,,,,,,,,,,默认86,,,,这十几年来，残明曾出过李晋王与国姓爷这两位力挽狂澜之人，他们一度让人看到了反清复明的希望。,這十幾年來，殘明曾出過李晉王與國姓爺這兩位力挽狂瀾之人，他們一度讓人看到了反清復明的希望。,"Over the past decade, the remnants of Great Ming had produced two saviors - Prince Li Jin and the Lord of the Imperial Surname - who briefly rekindled hopes of resisting the Qing and restoring the Ming.",この十数年の間で、残明から<ruby=りていこく>李定国</ruby>と<ruby=ていせいこう>鄭成功</ruby>という二人の救国の英雄が現れ、一度は反清復明の希望を人々に与えた。,"За эти десять лет на руинах великой Мин появились два спасителя - князь Ли Динго и Чжэн Чэнгун, которые на какое-то время возродили надежду на свержение династии Цин и восстановление прежней династии.",
,,,,,,,,,,默认87,,,,作为栖霞寺中最为思念大明的两位僧人，我和他互相之间也不避讳。,作為棲霞寺中最為思念大明的兩位僧人，我和他互相之間也不避諱。,"As the two monks in Qixia Temple who missed Great Ming most deeply, we spoke openly with each other about it.",棲霞寺で大明王朝を最も懐かしむ二人の僧として、私と彼の間に遠慮はなかった。,"Как два монаха в храме Цися, сильнее всех тосковавшие по великой Мин, мы открыто говорили об этом друг с другом.",
,,,,,,,,,,默认88,,,,我们都对金翅大鹏王与其兄弟之死大为叫好，对李晋王和国姓爷最终的失败感到惋惜。,我們都對金翅大鵬王與其兄弟之死大為叫好，對李晉王和國姓爺最終的失敗感到惋惜。,"We both rejoiced at the deaths of the Golden Eagle King and his brothers, while lamenting Prince Li Jin and the Lord of the Imperial Surname's ultimate failures.",二人して金翼鵬王とその兄弟たちの死を大いに喜び、李定国と鄭成功の最終的な敗北を大いに嘆いた。,"Мы оба радовались, что Великий Златокрылый Кондор умер вместе со своими братьями, ну а потом скорбели о поражении князя Ли Динго и Чжэн Чэнгуна.",
,,,,,,,,,,默认89,,,,可笑。,可笑。,Ridiculous.,まったく笑える話だ。,"Забавно, конечно.",
,,,,,,,,,,默认90,,,,看来哪怕我们成为僧人已有十几年了，还是没有彻底脱离凡尘，没有达到“无我”的境界。,看來哪怕我們成為僧人已有十幾年了，還是沒有徹底脫離凡塵，沒有達到“無我”的境界。,"Even after more than a decade as monks, it seems we still haven't fully detached from the mortal world or attained the state of ""selflessness"".",僧になって十何年も経ったというのに、未だに俗世との縁を切れず、「無我」の境地には達していない。,"Прошло больше десяти лет после пострига, а мы, кажется, так и не отрешились от мирского и не познали ""анатман"".",
,,,,,,,,,,默认91,,,,……,……,...,……,...,
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认92,,,,认识了明慧十几年后，我对他的身份，有了一个极其大胆的猜测。,認識了明慧十幾年後，我對他的身份，有了一個極其大膽的猜測。,"After knowing Ming Hui for over ten years, I formed an audacious guess about his true identity.",明慧と知り合ってから十数年、彼の身分について私はとんでもない考察をしていた。,"Я знаком с Минхуэем уже более десяти лет, и у меня возникло смелое предположение относительно его истинного происхождения.",
,BgEvent,出家11,,,,,1,,,,,,,
,,,,,,,,,,默认93,,,,一次夜晚之时，我和他睡在一间房，他因噩梦而呓语，喊着一些奇怪的话。,一次夜晚之時，我和他睡在一間房，他因噩夢而囈語，喊著一些奇怪的話。,"One night, as we shared a room, he muttered strange words in his sleep, tormented by a nightmare.",とある晩のことだ。同じ部屋で寝ていると、彼が悪夢にうなされ、奇妙な寝言を言っていた。,"Однажды, когда мы спали в одной келье, он, измученный ночным кошмаром, бормотал что-то странное.",
,,,,,,,,,,默认94,,,,梦中，他似乎在阻止他的父亲挥刀砍向他的妹妹。,夢中，他似乎在阻止他的父親揮刀砍向他的妹妹。,"In his dream, he appeared to be stopping his father from raising a sword to his sister.",どうやら夢の中で、彼の父が剣を振りかざし妹を殺そうとするのを止めているようだ。,"Во сне он будто пытался остановить своего отца, который хотел зарубить его сестру мечом.",
,,,,,,,,,,默认95,,,,他对其父的称呼……令我差点觉得听错了，但细想这数十年来有关他的一切，却又觉得有几分合理。,他對其父的稱呼……令我差點覺得聽錯了，但細想這數十年來有關他的一切，卻又覺得有幾分合理。,"The way he addressed his father... I almost thought I'd misheard, but after piecing together everything I'd observed about him over the years, it somehow fit.",彼が呼んだ父の呼び名……聞き間違いかと思ったが、この数十年の彼についてよく思い返すと、どうも辻褄が合う気がするのだ。,"То, как он называл своего отца... я сначала подумал, может мне послышалось? Но когда сложил вместе всё то, что замечал за ним за эти годы, всё как-то встало на свои места.",
,,,,,,,,,,默认96,,,,我对他的身份有了一个极为令人震惊的猜测。,我對他的身份有了一個極為令人震驚的猜測。,I had formed a startling conjecture about his true identity.,だから彼の身分について、驚きの推測を立てた。,"И у меня появилась догадка, кем же он был.",
,,,,,,,,,,默认97,,,,然而，在那之后，我还是装作没听见过他的梦话，一直没有问他。,然而，在那之後，我還是裝作沒聽見過的他的夢話，一直沒有問他。,"Yet afterward, I still pretended not to have heard his sleep-talking and never questioned him about it.",しかしその後も私は彼の寝言を聞いていないふりをして、問うことはなかった。,"Тем не менее, после этого я делал вид, что не слышал его ночного бормотания, и никогда не расспрашивал его об этом.",
,,,,,,,,,,默认98,,,,直到又过去了近十年，在我俩的年纪都将近半百之时，我写了一本书，书中的主角以我猜测的明慧的俗世身份为原型。,直到又過去了近十年，在我倆的年紀都將近半百之時，我寫了一本書，書中的主角以我猜測的明慧的俗世身份為原型。,"Nearly another decade passed until, when we were both nearing fifty, I wrote a book featuring a protagonist modeled after my speculation of Ming Hui's worldly identity.",それからさらに十年近く経ち、二人ともそろそろ五十歳に差し掛かろうとした頃、私は本を書いた。その本の主人公は、私が推察する明慧の俗世の身分を原型にしている。,"Прошло ещё почти десять лет, и когда нам обоим было уже около пятидесяти, я написал книгу, главный герой которой был создан по образу мирской личности Минхуэя, о которой я догадывался.",
,,,,,,,,,,默认99,,,,我将这本写好的书给他看，也只给他看。,我將這本寫好的書給他看，也只給他看。,I showed this completed book to him alone.,書き上げた本を彼に見せた。彼だけに。,Я показал книгу только ему.,
,,,,,,,,,,默认100,,,,他看过后，突然便告诉了我真相。,他看過後，突然便告訴了我真相。,"After reading it, he abruptly revealed the truth to me.",それを読み終えると、唐突に彼が真相を教えてくれた。,"Прочитав её, он внезапно раскрыл мне правду.",
,BgEvent,出家12,,,,,1,,,,,,,
,,明慧,,,,,,,,默认101,,明慧/33-1_明慧_01,,[师兄，你应当知道我是谁了吧。],[師兄，你應當知道我是誰了吧。],"""Senior Brother, you must know who I am by now.""",「師兄、私が誰かわかっているんだろう」,"""Старший брат по учению, ты знаешь, кто я?""",
,,,,,,,,,,默认102,,,,他微笑着，随意地问。,他微笑著，隨意地問。,"He asked casually, smiling.",彼が微笑み、何気なく問う。,С улыбкой спросил он.,
,,明宥,,,,,,,,默认103,,方知宥/33-1_明宥_01,,[知道，明慧就是明慧，是我的师弟。],[知道，明慧就是明慧，是我的師弟。],"""I know. Ming Hui is Ming Hui—my junior brother.""",「わかっているとも。明慧は明慧だ。私の師弟だよ」,"""Знаю. Ты - Минхуэй. Мой младший брат по учению.""",
,,,,,,,,,,默认104,,,,我微笑着，装傻地答。,我微笑著，裝傻地答。,I smiled and answered with feigned ignorance.,私も微笑み、そうとぼける。,"Улыбнулся я, пытаясь сделать вид, что не понимаю, о чём он говорит.",
,,明慧,,,,,,,,默认105,,明慧/33-1_明慧_02,,[不，我说的是在俗世的身份。],[不，我說的是在俗世的身份。],"""No, I meant your identity in the secular world.""",「そうじゃない。俗世にいた頃の私だ」,"""Нет, я имею в виду, ты знаешь, кем я был до пострига?""",
,,明宥,,,,,,,,默认106,,,,[……],[……],"""...""",「……」,"""...""",
,,明宥,,,,,,,,默认107,,方知宥/33-1_明宥_02,,[师弟俗世的身份姓朱，对吧？],[師弟俗世的身份姓朱，對吧？],"""Junior Brother, your worldly surname is Zhu, isn't it?""",「俗世での君は姓を朱といったかな？」,"""Младший брат, твоя мирская фамилия - Чжу, не так ли?""",
,,明慧,,,,,,,,默认108,,明慧/33-1_明慧_03,,[是，我在俗世姓朱，正是许多人找的那个朱三太子。],[是，我在俗世姓朱，正是許多人找的那個朱三太子。],"""Yes, my worldly surname is Zhu, the very third prince of the Ming, that countless people have been searching for.""",「そうだ。私の俗世での姓は朱、多くの者が血眼で探している朱三太子だ」,"""Да, я - третий принц великой Мин, которого ищут бесчисленное количество людей.""",
,,,,,,,,,,默认109,,,,他答得坦诚，轻描淡写地便说出了一个朝廷倾尽举国之力、找了数十年都找不到的真相。,他答得坦誠，輕描淡寫地便說出了一個朝廷傾盡舉國之力、找了數十年都找不到的真相。,"He answered frankly, casually revealing a truth that the imperial court had spent decades and all its resources trying in vain to uncover.",彼は率直に、朝廷が総力を挙げても数十年見つけられなかった真相を、さらりと話した。,"Ответил он честно, непринужденно раскрыв правду, которую императорский двор десятилетиями и всеми своими ресурсами тщетно пытался раскрыть.",
,,明宥,,,,,,,,默认110,,,,[……],[……],"""...""",「……」,"""...""",
,,明慧,,,,,,,,默认111,,明慧/33-1_明慧_04,,[怎么？师兄难道不是早就知道？接下来是否要去向朝廷告发我了？],[怎麼？師兄難道不是早就知道？接下來是否要去向朝廷告發我了？],"""What? Didn't you already know, Senior Brother? Are you going to report me to the authorities next?""",「おや？知っていたのではなかったか？さて、次は朝廷に私を告発するか？」,"""Что? Ты будто не знал этого, старший брат. И что теперь - побежишь докладывать на меня властям?""",
,,,,,,,,,,默认112,,,,他笑着问。,他笑著問。,He asked with a smile.,彼が笑う。,С улыбкой спросил он.,
,,明宥,,,,,,,,默认113,,方知宥/33-1_明宥_03,,[不必……贫僧只是在想，你若是想造反，可以带上我。],[不必……貧僧只是在想，你若是想造反，可以帶我一起去。],"""No need... This Humble Monk was merely thinking—if you plan to rebel, you might take me with you.""",「そんなことはしない……ただ、考えていたのだ。君が反乱を起こすなら、一緒に連れて行ってほしいと」,"""Нет, не побегу... Сей монах просто подумал... если ты надумаешь поднять восстание - возьми меня с собой.""",
,,,,,,,,,,默认114,,,,我笑着答。,我笑著答。,I answered with a smile.,私も笑って答える。,С улыбкой ответил я.,
,,明慧,,,,,,,,默认115,,明慧/33-1_明慧_05,,[哈哈，师兄又在戏言……贫僧怎会想着造反？朝代更替乃是常事……我放下了，明慧也放下了。],[哈哈，師兄又在戲言……貧僧怎會想著造反？朝代更替乃是常事……我放下了，明慧也放下了。],"""Haha, Senior Brother jokes again... Would this humble monk ever consider rebellion? Dynastic transition is but nature's course... I've let go, and Ming Hui too has released his grasp.""",「かかか、師兄ときたら、また世迷い事を……私が反乱を？朝廷がすげ替わるなど世の常だ……そのような考えなど私にはないし、明慧も捨てた」,"""Ха-ха-ха, опять шутишь... Зачем сему монаху поднимать восстание? Смена династии - естественный порядок вещей... Я смирился - смирился и Минхуэй.""",
,,,,,,,,,,默认116,,,,明慧微笑着说道。,明慧微笑著說道。,Ming Hui said smiling.,明慧が微笑みそう言う。,С улыбкой ответил он.,
,,,,,,,,,,默认117,,,,看来，他已先我一步，达到了“无我”的境界。,看來，他已先我一步，達到了“無我”的境界。,"It appears he has attained ""Selflessness"" before I did.",どうやら、彼は私よりも一足早く「無我」の境地へ達したようだ。,"Похоже, он познал ""анатман"", ""отсутствие 'я'"", раньше меня.",
,,明宥,,,,,,,,默认118,,方知宥/33-1_明宥_04,,[善哉……],[善哉……],"""That's well enough.""",「そうか。ならよかった」,"""Ну и славно.""",
,,,,,,,,,,默认119,,,,我点了点头，看向远方。,我點了點頭，看向遠方。,"I nodded, gazing into the distance.",私は頷き、遠くを見た。,"Кивнув, я взглянул вдаль.",
,,明慧,,,,,,,,默认120,,,,[……],[……],"""...""",「……」,"""...""",
,,明宥,,,,,,,,默认121,,,,[……],[……],"""...""",「……」,"""...""",
,CharacterOff,,,,,,2,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,出家结局,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,CloudWindTop,,Linear,,2,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认122,,,,夕阳西下，明宥与明慧坐在山巅，看着远方层叠的云朵缓缓挪移着。,夕陽西下，明宥與明慧坐在山巔，看著遠方層疊的雲朵緩緩挪移著。,"As the sun dipped westward, Ming You and Ming Hui sat upon the mountain peak, observing the stratified clouds drifting slowly.",夕日が沈み、明宥と明慧が山の頂に座って、遠くに重なり合う雲がゆっくりと動いていくのを眺めた。,"Когда солнце начало садиться, Минъю и Минхуэй сидели на вершине горы, наблюдая за медленно плывущими облаками.",
,,,,,,,,,,默认123,,,,风起时，满山的枫叶都在沙沙作响。,風起時，滿山的楓葉都在沙沙作響。,"When the wind stirred, the mountainside's maple leaves whispered in rustling chorus.",風が吹き、山の楓がざわざわと音を立てる。,"С налетающим ветром, кленовые листья на склонах гор начинали хором шелестеть.",
,,,,,,,,,,默认124,,,,江山依旧在，几度夕阳红。,江山依舊在，幾度夕陽紅。,"The land endures unchanged, through countless crimson sunsets.",江山変わらずそこに在り、幾度と夕日紅く落つ。,"Поднебесная не изменится, сколько бы багровых закатов ни прошло.",
,,,,,,,,,,默认125,,,,而今放下红尘事，明月清风自在心。,而今放下紅塵事，明月清風自在心。,"Now I release all worldly cares, my heart as free as the bright moon and gentle breeze.",今や俗世の悩み捨て、明月清風より心自在を得たり。,"Отпустив всё мирское, моё сердце наконец-то стало свободным, словно сияющая луна и нежный ветерок.",
,,,,,,,,,,默认126,,,,明慧连一个朝代都可以放下，明宥又有什么放不下的呢？,明慧連一個朝代都可以放下，明宥又有什麼放不下的呢？,"If Ming Hui could relinquish an entire dynasty, what couldn't Ming You let go of?",明慧ですら王朝一つを捨てられたのだ。明宥に捨てられぬものなどあろうか。,"Если Минхуэй смог отпустить целую династию, то что уж не под силу отпустить Минъю?",
,,,,,,,,,,默认127,,,,我笑了笑，然后闭上了双眼。,我笑了笑，然後閉上了雙眼。,"I smiled faintly, then shut my eyes.",ふふと微笑み、双眼を閉じた。,"Улыбнувшись, я закрыл глаза.",
,,,,,,,,,,默认128,,,,那些所有的幻影、所有的旧忆都消失了。,那些所有的幻影、所有的舊憶都消失了。,All those phantoms and old memories disappeared.,全ての幻影が、全ての思い出が消え去っていく。,Все иллюзии и давние воспоминания рассеялись.,
,,,,,,,,,,默认129,,,,我的心底获得了前所未有的宁静。,我的心底獲得了前所未有的寧靜。,My heart attained an unprecedented peace.,私の心は、これまでにないほど静かだった。,В моём сердце воцарились мир и покой.,
,,,,,,,,,,默认130,,,,【结局：出家】,【結局：出家】,(Ending 3: Monastic Life - Complete),（エンディング3・出家 完）,【Концовка: Постриг】,
,WaitInput,,,,,,2,,Skippable
,If,!IsDead
,AddSteamAchiKey,Achieve_NoDead
,EndIf,
,AddSteamAchiKey,Achieve_map_commonEnd_3
,StopBgm,,,,,,3,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgEvent,约稿1,,,,,,,,,,,,,,,,
,ScreenText,1,White,2,1.5,2,72,,,结语3
,UnlockPlotMap,map_other_1
,EndScenario
