#SHEET_NAME,记-第七回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,ChapterAnimation,BG_Ji_7,chapter_bg_J,chapter_title_J7,Liang,265,,,,,,,,,,,
,*map_ji_7,,,,,,,,,,,,,,,,
,UnlockPlotMap,map_ji_7,,,,,,,,,,,,,,,
,SetChapterName,记-第七回,,,,,,
,Wait,,,,,,1,
,FadeOut,black,,,,,0,
,Bg,西商后厅,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Bgm,雨井烟垣_可循环,,,,0.2,3,,,,,,,,,,,
,AutoSave
,Se,陶瓷破碎,,,,,,,,默认1,,,,——“哐当”,——“哐當”,"——""Clang""",――カタン,*Бац!*
,,,,,,,,,,默认2,,,,酒壶倾倒在木桌上。,酒壺傾倒在木桌上。,The liquor bottle toppled onto the wooden table.,酒壺が卓の上で倒れた。,Графин с вином выскользнул из её рук и разбился о сандаловый круглый стол.
,,,,,,,,,,默认3,,,,浑浊的酒液泼溅而出，正洒在那红甲狼妖的下摆和军靴上。,渾濁的酒液潑濺而出，正灑在那紅甲狼妖的下擺和軍靴上。,"Murky liquor splashed out, drenching the hem and boots of the Red-Armored Wolf Demon.",濁った残り酒がこぼれ、赤い鎧の狼妖の裾から軍靴にかかった。,"Мутная жидкость разлилась, заливая поножи и сапоги яогуая-волка в красной броне."
,,红甲狼妖,,,,,1,,,默认4,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认5,,,,红甲狼妖眉头骤然锁紧，鼻翼微张，喉间发出一声不满的低呜。,紅甲狼妖眉頭驟然鎖緊，鼻翼微張，喉間發出一聲不滿的低嗚。,"The Red-Armored Wolf Demon’s brow furrowed sharply, nostrils flaring, a low growl of displeasure rumbling in its throat.",狼妖が眉間に皺を寄せ、鼻の穴がわずかに開いた。喉から不満そうな唸り声が漏れる。,"Брови яогуая-волка сразу гневно сдвинулись, ноздри раздулись, а из глотки раздалось недовольное рычание."
,,林翩翩,苦笑,,,,,,,默认6,,林翩翩/12_林翩翩_001,,[兵爷恕罪！小女子一时手滑，惊扰了您的雅兴，这便为您擦拭干净……］,[兵爺恕罪！小女子一時手滑，驚擾了您的雅興，這便為您擦拭乾淨……］,"""Forgive this offense, Sir! My hand slipped, disturbing your leisure—let me wipe it clean at once...""",「お許しを！手が滑って、せっかくのお楽しみを台無しに……すぐに綺麗に拭きますから……」,"""Ой, простите меня, господин! Рука дрогнула, испортила Вам всю обстановку! Позвольте, я всё уберу."""
,,,,,,,,,,默认7,,,,林翩翩注意到自己的失礼，猛地收回落在我身上的视线。,林翩翩注意到自己的失禮，猛地收回落在我身上的視線。,Lin Pianpian noticed her impropriety and sharply averted her gaze from me.,自分が粗相をしたことに気付くと、林翩翩はぷいと私から視線をそらした。,"Поняв свою оплошность, Линь Пяньпянь резко отвела от меня взгляд."
,,林翩翩,微笑,,,,,,,,,,,,,,,
,,,,,,,,,,默认8,,,,她很快恢复了镇定，迅速敛起裙裾，在妖兵面前盈盈跪坐下来。,她很快恢復了鎮，迅速斂起裙裾，在妖兵面前盈盈跪坐下來。,"She swiftly regained her composure, gathered her skirts, and knelt gracefully before the demon soldier.",彼女はすぐに落ち着きを取り戻すと、裾をまくり、妖兵の前ですらりと跪いた。,"Она быстро взяла себя в руки, подобрала подол юбки и плавно опустилась на колени перед яогуаем-солдатом."
,,,,,,,,,,默认9,,,,她从怀中抽出一方绣工精巧的丝帕，先极小心地拭去狼妖锦缎下摆上的酒渍，再将帕子翻转，用洁净的内里，一点一点擦去他靴上的血污。,她從懷中抽出一方繡工精巧的絲帕，先極小心地拭去狼妖錦緞下擺上的酒漬，再將帕子翻轉，用潔淨的內裡，一點一點擦去他靴上的血汙。,"From her robe, she took out an intricately embroidered silk handkerchief. First, she meticulously blotted the wine stains from the Wolf Demon's brocade hem, then turned the cloth over to wipe the bloodstains from his boots with its pristine inner side.",懐からきれいな刺繍の手ぬぐいを出し、狼妖の絹の裾についた酒の汚れを丁寧に拭き取る。そして手ぬぐいをひっくり返し、きれいな裏面で、こんどは靴の血や泥を一つずつ拭っていった。,"Вынув из-за пазухи изящный вышитый шёлковый платок, она сначала очень осторожно вытерла им пятно вина с поножей яогуая-волка, а затем перевернула платок и чистой стороной стала понемногу вытирать кровь с его сапог."
,,红甲狼妖,不耐烦,,,,,,,默认10,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认11,,,,妖兵垂首看着她专注的模样，紧蹙的眉头渐渐舒展，喉间的低呜止歇，似乎是怒气已消。,妖兵垂首看著她專注的模樣，緊蹙的眉頭漸漸舒展，喉間的低嗚止歇，似乎是怒氣已消。,"The demon soldier looked down at her focused movements. His furrowed brow eased, the growl in his throat fading—his rage apparently quelled.",妖兵は彼女の集中している様子を見るや、ぎゅっと寄った眉が次第に緩み、喉から出ていた唸り声も止まった。怒りが収まったようだ。,"При виде её стараний брови яогуая мало-помалу разгладились, рычание в его глотке тоже утихло. Похоже, он успокоился."
,,刘婆子,谄媚,,,,,,,默认12,,刘婆子/12_刘婆子_01,,[哎哟，翩翩哟！老身看你是存心想亲近兵爷，才故意打翻酒壶的吧？],[哎喲，翩翩喲！老身看你是存心想親近兵爺，才故意打翻酒壺的吧？],"""Oh my, Pianpian! I think you spilled that wine jug on purpose just to get closer to the Soldier, eh?""",「あらや、翩翩！あたしにゃお見通しだよ……兵隊さんに近付きたいがために、あえて酒瓶をひっくり返したね？」,"""Ой, Пяньпянюшка! Ты специально винцо разлила, чтобы с господином служивым побольше сблизиться?"""
,,,,,,,,,,默认13,,,,刘婆子善于察言观色，她见妖兵不再生气，便开始以调侃林翩翩为由，说些调笑的话来舒缓气氛。,劉婆子善於察言觀色，她見妖兵不再生氣，便開始以調侃林翩翩為由，說些調笑的話來舒緩氣氛。,"Old Woman Liu was keen on reading moods. Noticing the demon soldier's anger had faded, she started teasing Lin Pianpian to ease the tension.",劉ばあは空気を読むのが上手い。妖兵が怒りを鎮めたと見るや、翩翩をからかうような物言いで、場の空気を和ませた。,"Старуха Лю умела читать обстановку. Увидев, что яогуай перестал злиться, она принялась подтрунивать над Линь Пяньпянь, чтобы разрядить ситуацию."
,,林翩翩,苦笑,,,,,,,默认14,,林翩翩/12_林翩翩_002,,[刘姨尽会取笑人，服侍兵爷自是翩翩心甘情愿，但失了礼数也是真。],[劉姨盡會取笑人，服侍兵爺自是翩翩心甘情願，但失了禮數也是真。],"""You always enjoy mocking others. Serving the Soldier is Pianpian's true desire, but the lapse in manners was real.""",「もう、からかわないでよ。兵隊さんのお世話は喜んでやるけど、粗相しちゃったのは事実なんだから」,"""Тётушка Лю, вы, как всегда, любите пошутить. Служить господину служивому, конечно, честь и радость, но и о манерах нельзя забывать."""
,,林翩翩,媚笑,,,,,,,默认15,,林翩翩/12_林翩翩_003,,[昨夜城里动静那般大，害得人家一夜惊心，至今神魂未定……兵爷您大人大量，莫要怪罪呀……］,[昨夜城裡動靜那般大，害得人家一夜驚心，至今神魂未定……兵爺您大人大量，莫要怪罪呀……］,"""Last night's chaos in the city was terrifying—it kept me shaking all night, and I'm still unsettled... Pls show your mercy, Sir! Don't punish me for this mistake...""",「昨晩はすごい騒ぎで気が気でなく、まだ落ち着いていないのです……どうか寛大な心でお許しを……」,"""Прошлой ночью весь город ходил ходуном, было так страшно... всю ночью не спала, до сих пор никак не успокоюсь... Вы уж, господин служивый, в своей доброте не вините слишком строго..."""
,,,,,,,,,,默认16,,,,她擦拭完毕，恭敬起身，执壶再次为狼妖斟满酒杯，眼波流转间，自带一股娇怯风流体态。,她擦拭完畢，恭敬起身，執壺再次為狼妖斟滿酒杯，眼波流轉間，自帶一股嬌怯風流體態。,"After wiping it clean, she rose respectfully and poured another cup of wine for the Wolf Demon, her eyes shimmering with coy, delicate charm.",汚れを拭き終えると、彼女は恭しく立ち上がり、瓶を手に再び狼妖の杯を満たす。,"Вытерев вино, она почтительно поднялась и налила яогуаю-волку ещё одну чарку; в её глазах мерцали кокетливость и очарование."
,,红甲狼妖,奸笑,,,,,,,默认17,,红甲狼妖/12_红甲狼妖_01,,[好！不怪你！只怕今夜会来好几位大人，你更要睡得不安稳了！哈哈！］,[好！不怪你！只怕今夜會來好幾位大人，你更要睡得不安穩了！哈哈！］,"""Good! I don’t blame you! But I fear several lords might come tonight, and you’ll sleep even less soundly! Haha!""",「うむ！気にするな！だが今夜は何人ものお偉いさんが来る。眠れなくなるかもしれんぞ！がーっはっは！」,"""Ладно! Не буду! Но этой ночью, когда придут высокие чины, боюсь, тебе поспать тоже будет не судьба, гы-гы-гы!"""
,,,,,,,,,,默认18,,,,红甲狼妖一口饮尽杯中酒，爆发出一阵粗野的大笑。,紅甲狼妖一口飲盡杯中酒，爆發出一陣粗野的大笑。,The Red-Armored Wolf Demon drained the cup in one gulp and burst into coarse laughter.,ぐいっと杯の酒を飲み干すと、狼妖は下品に大笑いした。,"Яогуай-волк один движением осушил чарку вина, а затем разразился грубым смехом."
,,林翩翩,娇羞,,,,,,,默认19,,林翩翩/12_林翩翩_004,,[呀！兵爷这等话怎好在人前说……小女子脸皮薄，禁不住羞……］,[呀！兵爺這等話怎好在人前說……小女子臉皮薄，禁不住羞……］,"""Ah! Soldier, how can you say such things in front of others... A delicate girl like me can’t bear the shame...""",「もう、兵隊さんたら、人前で……恥ずかしがり屋だから、顔から火が出ちゃいそう……」,"""Ой, ну не надо при людях так, господин служивый!.. Как мне, стеснительной девочке, теперь вынести такой стыд..."""
,,,,,,,,,,默认20,,,,林翩翩适时地飞红双颊，垂下眼帘，装出了羞涩的姿态，逗得妖兵更开心了。,林翩翩適時地飛紅雙頰，垂下眼簾，裝出了羞澀的姿態，逗得妖兵更開心了。,"Lin Pianpian seized the moment to blush and lower her eyelids, feigning shyness, further amusing the demon soldier.",翩翩がすかさず顔を赤らめ、目を伏せて恥ずかしがる素振りをする。妖兵がそれを見て、さらに楽しそうにする。,"Линь Пяньпянь сообразно моменту напустила краску на лицо, прикрыла глаза и приняла крайне смущённый вид, ещё больше забавляя яогуая."
,,,,,,,,,,默认21,,,,随后，刘婆子指挥其他女子纷纷落座，陪在每一个妖兵身旁，劝酒布菜，教他们玩起江南流行的酒令游戏。,隨後，劉婆子指揮其他女子紛紛落座，陪在每一個妖兵身旁，勸酒布菜，教他們玩起江南流行的酒令遊戲。,"Soon after, Old Woman Liu directed the other women to take their seats, each accompanying a demon soldier, plying them with wine and dishes while teaching them Jiangnan's popular drinking games.",その後、劉ばあが他の娘たちをそれぞれ妖兵の傍に座らせ、酒と料理を用意し、江南で流行っている酒の席での遊びを彼らに教えた。,"Затем старуха Лю приказала женщинам рассесться возле каждого яогуая и, поднося напитки и еду, обучать их популярным на юге от реки Янцзы алкогольным играм."
,,,,,,,,,,默认22,,,,前厅很快便被妖兵们喧闹的嬉笑声充斥。,前廳很快便被妖兵們喧鬧的嬉笑聲充斥。,The Front Hall quickly filled with the demon soldiers' raucous laughter and clamor.,前の広間が、妖兵たちの騒ぐ笑い声で埋め尽くされる。,Передний зал быстро наполнился громким смехом и шумом.
,CharacterOff,,,,,,,,,默认2211,,,,……,……,...,……,...
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,王生逃难,愤怒,,,,,,,默认23,,王生/12_王生_01,,[唉……娼妓便是娼妓！国破家亡之际，竟无半分廉耻。］,[唉……娼妓便是娼妓！國破家亡之際，竟無半分廉恥。］,"""Sigh... Courtesan and prostitute are always the same! Even as our nation falls and families perish, they show not a shred of shame.""",「はあ……娼妓はしょせん娼妓か！国が滅ぼうとしているのに、恥の一つも知らん」,"""Эх... Публичные женщины - всегда публичные женщины! Страна рушится, люди гибнут - а у них нет ни капли стыда!"""
,,,,,,,,,,默认24,,,,王生看向远处林翩翩的作态，不禁愤愤地说了一句。,王生看向遠處林翩翩的作態，不僅憤憤地說了一句。,Scholar Wang glared at Lin Pianpian's antics in the distance and spat out an angry remark.,向こうにいる翩翩の所作を見て、王書生が怒りまじりに吐き捨てた。,"Наблюдая издалека за поведением Линь Пяньпянь, возмущённо проговорил учёный Ван."
,CharacterOff,,,,,,0.3,,,,,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认25,,,,我对于林翩翩此时的所作所为，虽也觉得她没有气节，但并不想苛责太多。,我對於林翩翩此時的所作所為，雖也覺得她沒有氣節，但並不想苛責太多。,"Though I too found Lin Pianpian's current behavior lacking in principle, I didn’t wish to judge her too harshly.",確かに今の翩翩の行動には節操がないと感じるが、責める気にはならなかった。,"Я бы, конечно, тоже не назвал манеры Пяньпянь в эту минуту особенно достойными, но судить слишком строго мне её всё же не хотелось."
,,,,,,,,,,默认26,,,,覆巢之下，蝼蚁求生，各有其道。,覆巢之下，螻蟻求生，各有其道。,"When the nest is overturned, even ants strive to survive—each by their own means.",蜘蛛の巣にかかった蟻が生き延びる術はそれぞれだ。,"И мелкая букашка пытается цепляться за жизнь, когда её гнездо разрушено - каждому своё."
,,,,,,,,,,默认27,,,,于她而言，活下去远比虚无的尊严更重要。,於她而言，活下去遠比虛無的尊嚴更重要。,"For her, survival far outweighs hollow dignity.",彼女にとって、生きることは空虚な尊厳を守るよりも重要だった、それだけの話だ。,Для неё выживание было куда дороже некой эфемерной чести.
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认28,,,,[……],[……],"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认29,,,,方才……在见到她的一瞬，我便回想起了与王生初游二十四桥的那一夜，此段记忆的最后，便是我与林翩翩的相遇。,方才……在見到她的一瞬，我便回想起了與王生初游二十四橋的那一夜，此段記憶的最後，便是我與林翩翩的相遇。,"Just now... The moment I saw her, I recalled that night when Scholar Wang and I first wandered the Twenty-Four Bridges—that memory ended with my encounter with Lin Pianpian.",先ほど……彼女を見て、王書生と初めて二十四橋へ繰り出した一夜を思い出した。その記憶の最後の方で、私と林翩翩は出会った。,"Только что... как только я увидел её, мне сразу вспомнилась та ночь, когда я с учёным Ваном впервые посетил Двадцать четвёртый мост. И в конце этого воспоминания была моя встреча с Линь Пяньпянь."
,,,,,,,,,,默认30,,,,记忆中的她，与现在的她判若两人，是一个会蹲在二十四桥哭泣的站关游娼。,記憶中的她，與現在的她判若兩人，是一個會蹲在二十四橋哭泣的站關游娼。,The her in my memory was utterly different from the her now—a border-crossing courtesan who once crouched weeping by the Twenty-Four Bridges.,記憶の中の彼女は、二十四橋でめそめそ泣いていた。今の彼女とはまるで別人だ。,"В моих воспоминаниях она сильно отличалась от себя нынешней... Обычная уличная проститутка, что сидела у Двадцать четвёртого моста и плакала."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,红甲鹰妖,狡诈,,,,,,,默认35,,红甲鹰妖/12_红甲鹰妖_01,,[大哥！你真不敢吗？］,[大哥！你真不敢嗎？］,"""Big Brother! You really don’t have the guts?!""",「兄貴！日和ってんのか？」,"""Старшой, ты зассал, что ли?"""
,,红甲狼妖,愤怒,,,,,,,默认36,,红甲狼妖/12_红甲狼妖_02,,[放屁！有何不敢！？］,[放屁！有何不敢！？］,"""Bullshit! Since when do I back down!?""",「けっ！この俺が？日和ってるだと！？」,"""Да ни хера! Когда я чего-то ссался?!"""
,,,,,,,,,,默认37,,,,突然，我听到了两位妖兵的吆喝声，那粗鲁的吼声打断了我的沉思。,突然，我聽到了兩位妖兵的吆喝聲，那粗魯的吼聲打斷了我的沉思。,"Suddenly, the shouts of two demon soldiers cut through the air—their crude bellowing shattered my thoughts.",突然、ふたりの妖兵の言い争うような声が聞こえた。その荒々しい吼えるような声で、私の思考が中断された。,"Внезапно послышались грубые выкрики двух яогуаев, выбившие меня из размышлений."
,,,,,,,,,,默认38,,,,听那舌根发硬的腔调，显然他们是有些醉了。,聽那舌根發硬的腔調，顯然他們是有些醉了。,Their slurred voices betrayed their drunkenness.,ろれつがうまく回っていない。少し酔いが回っているようだ。,"Судя по их заплетающимся языкам, они явно опьянели."
,,红甲鹰妖,狡诈,,,,,,,默认39,,红甲鹰妖/12_红甲鹰妖_02,,[大哥！女人动不得，这几个腌臜男人总动得吧？],[大哥！女人動不得，這幾個腌臢男人總動得吧？],"""Big Brother! If we can’t touch the women, these filthy men are fair game, right?""",「らってよ、兄貴い！女はだめでも、この汚え男ろもはやっちまっていいんだろ？」,"""Старшой, хорошо, баб трогать нельзя - но тех грязнуль-то уж можно?"""
,,红甲狼妖,奸笑,,,,,,,默认40,,红甲狼妖/12_红甲狼妖_03,,[自然动得！皆是咱砧板上的鱼肉，要杀要剐，还不是随咱们高兴！],[自然動得！皆是咱砧板上的魚肉，要殺要剮，還不是隨咱們高興！],"""Of course, we can do anything with them! They're nothing but meat on our chopping block—whether to slaughter or carve, it's all at our pleasure!""",「あったりまえだ！こいつらは皆、まな板の上の鯉、煮るも焼くも俺達の胸ひとつだ！」,"""Конечно, можно! Они для нас - что рыба с мясом на разделочной доске: хочешь убивай, хочешь мучай, как только нам заблагорассудится."""
,,红甲鹰妖,得意,,,,,,,默认41,,红甲鹰妖/12_红甲鹰妖_03,,[得令！那我这就先把他们都捆结实喽！],[得令！那我這就先把他們都捆結實囉！],"""Understood! I'll start by tying them up tight!""",「あいよ！んじゃ、さっそくあいつらを縛ってやらあ！」,"""Понял! Ну тогда начну с того, что свяжу их покрепче!"""
,,,,,,,,,,默认42,,,,红甲鹰妖一掌拍在桌上，震得杯盘乱响。,紅甲鷹妖一掌拍在桌上，震得杯盤亂響。,"The Red-Armored Eagle Demon slammed a palm on the table, rattling the cups and plates.",赤い鎧の鷹妖がばんと卓を叩くと、衝撃で杯がぶつかる音がした。,"Яогуай-орёл в красной броне ударил ладонью по столу, отчего посуда на нём задребежала."
,,,,,,,,,,默认43,,,,随即，他晃荡着起身，大步流星朝我们所在的后厅冲来。,隨即，他晃蕩著起身，大步流星朝我們所在的後廳衝來。,"Then, swaying, he lurched to his feet and stormed toward the Back Hall where we stood.",すぐにふらふらと立ち上がると、大股でずんずんと私たちのいる奥の間へと歩いてくる。,"Затем, пошатываясь, он вскочил на ноги и рванул к заднему залу, где стояли мы."
,,红甲鹰妖,愤怒,,,,,,,默认44,,红甲鹰妖/12_红甲鹰妖_04,,[蛮子过来！］,[蠻子過來！］,"""Barbarians, come here!""",「野郎ろも、こっちへ来い！」,"""Эй, южное отребье, к ноге!"""
,,,,,,,,,,默认45,,,,他浑身酒气，手中攥着一捆粗糙麻绳，口齿不清地厉声呼喝。,他渾身酒氣，手中拿著一捆粗糙麻繩，口齒不清地厲聲呼喝。,"Reeking of liquor, he clutched a bundle of coarse rope, slurring his words in a harsh bark.",酒の臭いをぷんぷんさせながら、荒縄の束を持って、ろれつの回らない口でがなり立てる。,"Весь смердя выпивкой, сжимая в руках моток грубой верёвки, рявкнул он нам заплетающимся языком."
,,,,,,,,,,默认46,,,,后厅的男人们被吓了一跳，一时无人敢回应。,後廳的男人們被嚇了一跳，一時無人敢回應。,"The men in the Back Hall froze, too startled to respond.",奥の間の男たちは驚き、しばらく誰も反応を返せなかった。,Мужчины в заднем зале застыли от испуга.
,,红甲鹰妖,,,,,,,,默认47,,红甲鹰妖/12_红甲鹰妖_05,,[听见没有！就是说你们几个！再不过来，老子一刀一个，送你们见阎王！],[聽見沒有！就是說你們幾個！再不過來，老子一刀一個，送你們見閻王！],"""You hear me?! I'm talking to you! Get over here now, or I'll cut you down one by one and send you to meet Yama!""",「聞こえらかったんか！てめえらのことら！来なきゃ俺様の剣れ、閻魔様に会わせてやんぞ！」,"""Чо встали?! Я кому говорю?! Ко мне метнулись, а то я ща каждого из вас отправлю на встречу с Янь-ваном!"" <i>(Янь-ван - владыка загробного мира, образ его был заимствован от индийского бога Ямы.)</i>"
,Se,拔刀,,,,,,,,,,,,,,,,
,,,,,,,,,,默认48,,,,红甲鹰妖扬起眉毛，“锵”一声拔出腰刀，雪亮刀尖直指离他最近，也是最靠前的几个男人。,紅甲鷹妖揚起眉毛，“鏘”一聲拔出腰刀，雪亮刀尖直指離他最近、也是最靠前的幾個男人。,"The Red-Armored Eagle Demon raised his eyebrows, ""Screech"" drawing his Waist Saber with a metallic hiss, its gleaming tip pointed at the nearest men—those at the front.",鷹妖が目を吊り上げ、がしゃりと腰の刀を抜いた。ぎらりと光る刃の先を、最も先頭にいる男たちに突きつける。,"Яогуай-орёл нахмурился, со скрежетом выхватил саблю и указал её кончиком на мужчин, стоявших в первых рядах."
,,,,,,,,,,默认49,,,,那几个男人被吓得面无人色，不敢违抗他。,那幾個男人被嚇得面無人色，不敢違抗他。,"The men paled, too terrified to disobey.",男たちはすっかり顔を青くし、抵抗する気力を奪われてしまった。,"Мужчины побледнели, но были слишком напуганы, чтобы противиться приказу."
