#SHEET_NAME,记-第十九回三
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,ChapterAnimation,BG_Ji_19_3,chapter_bg_J,chapter_title_J19_3,Liang,265,,,,,,,,,,,
,*map_ji_19_3,,,,,,,,,,,,,,,,
,UnlockPlotMap,map_ji_19_3,,,,,,,,,,,,,,,
,SetChapterName,记-第十九回三,,,,,,
,Ambience,小雨,TRUE,,,,1,
,Bgm,与雁同行,,,,0.2,4,,,,,,,,,,,
,Wait,,,,,,1,
,FadeOut,black,,,,,0,
,Bg,二十四桥记偏,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认1,,,,“渡芦”。,“渡蘆”。,"""Dulu"".",「渡芦」,"""Дулу"".",
,,,,,,,,,,默认2,,,,雁儿姐在那本《梁祝》的尾页，留下了这两个字。,雁兒姐在那本《梁祝》的尾頁，留下了這兩個字。,"<ruby=Swan Goose>Sister Yan</ruby> had written this one word on the last page of that copy of ""The Butterfly Lovers"".",雁姉は『梁祝』の裏表紙に、その二文字を残していた。,"Сестричка Лебёдушка на последней странице книги ""Влюблённые-бабочки"" оставила это название.",
,,,,,,,,,,默认3,,,,这两个字所指代的地方，是我们当年一同去过的一家当铺。,這兩個字所指代的地方，是我們當年一同去過的一家當鋪。,That one word referred to a pawnshop we'd visited together years ago.,その二文字が示す場所は、私たちがかつて訪れたことのある質屋だ。,"Оно обозначало тот ломбард, куда мы с ней вместе ходили в тот год.",
,,,,,,,,,,默认4,,,,我在想到了这一点后，便猛地转身，奔离二十四桥。,我在想到了這一點後，便猛地轉身，奔離二十四橋。,"Realizing this, I turned abruptly and ran from the Twenty-Four Bridges.",そのことに気付くと、私は振り返り、二十四橋から駆け出した。,"Осознав это, я тут же развернулся и пустился бегом с Двадцать четвёртого моста.",
,Se,快步走,,1.4,,,,,,,,,,
,,,,,,,,,,默认5,,,,我在大雨中快速奔跑着，雨水扑面，打湿衣襟，我却浑然不觉。,我在大雨中快速奔跑著，雨水撲面，打濕衣襟，我卻渾然不覺。,"I ran swiftly through the pouring rain, the water slapping my face and drenching my clothes, yet I barely noticed.",大雨の中、私はひた走る。雨が顔にかかろうと、服の襟を濡らそうと、まったく気にかけなかった。,"Я мчался через дождь - его капли летели мне в лицо, вымачивали мне одежду, но я совершенно не замечал этого.",
,,,,,,,,,,默认6,,,,我穿过了零散的人群，穿过了烧成残骸的一处处废墟。,我穿過了零散的人群，穿過了燒成殘骸的一處處廢墟。,"I wove through scattered crowds, past ruins reduced to smoldering skeletons.",まばらな人ごみを抜け、焼け落ちた廃墟を次々と駆け抜ける。,"Я пробирался сквозь рассеянные по улицам группы людей, мимо сожжённых в пепел руин.",
,,,,,,,,,,默认7,,,,……,……,...,……,...,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认8,,,,雁儿姐为何偏偏在《梁祝》的末页留下了这两个字？,雁兒姐為何偏偏在《梁祝》的末頁留下了這兩個字？,"Why did <ruby=Swan Goose>Sister Yan</ruby> leave that one word on the final page of ""The Butterfly Lovers""?",雁姉はなぜあの本の巻末にその二文字を残したのだ？,Почему сестричка Лебёдушка вообще решила написать на последней странице название этого ломбарда?,
,,,,,,,,,,默认9,,,,那个“渡芦”，并非是城里很有名的当铺，却是我和她最后一次见面时偶然去过的。,那個“渡蘆”，並非是城裡很有名的當鋪，不過卻是我和她最後一次見面時偶然去過的。,"That ""Dulu"" wasn't a well-known pawnshop in town, but it was where we'd casually stopped during our last meeting.",「渡芦」は特にこの町で有名な質屋でもない。最後に私たちが会った時、偶然立ち寄っただけの場所だ。,Он вовсе не был каким-то известным в городе - мы исключительно по случайности зашли туда в нашу последнюю встречу.,
,,,,,,,,,,默认10,,,,难道……,難道……,Unless...,もしかすると……,Неужели...,
,,,,,,,,,,默认11,,,,她以典当为由，在那里为我留下了什么东西？,她以典當為由，在那裡為我留下了什麼東西？,Had she left something there for me under the guise of pawning?,質入れを建前に、私に何かを残してくれたのか？,Она в качестве залога оставила там для меня что-то?,
,,,,,,,,,,默认12,,,,……,……,...,……,...,
,,,,,,,,,,默认13,,,,她选择自尽之前，定是思虑周全——,她選擇自盡之前，定是思慮周全——,"Before taking her own life, she must have considered every detail—",彼女のことだ。自殺をする前に、きっと周到に考えたに違いない――,"Прежде чем решиться покончить с собой, она, несомненно, всё обдумала как следует:",
,,,,,,,,,,默认14,,,,首先，她不想将我牵扯进她的死因之中，因此没有选择直接联系我。,首先，她不想將我牽扯進她的死因之中，因此沒有選擇直接聯絡我。,"First, she didn't want to implicate me in her death, so she avoided contacting me directly.",まず、彼女は私を彼女の死因に巻き込まないため、直接連絡を取る選択をしなかった。,"Во-первых, она не хотела, чтобы люди посчитали, что я как-то связан с её смертью, поэтому не стала связываться со мной напрямую.",
,,,,,,,,,,默认15,,,,然后，她不想让景姨或是什么人猜出她的意图，因此便用了一些迂回的法子。,然後，她不想讓景姨或是什麼人猜出她的意圖，因此便用了一些迂迴的法子。,"Then, to prevent Aunt Jing or others from guessing her intentions, she employed more roundabout methods.",そして、景ばあや他の者に彼女の意図を悟られないよう、遠回しな手段を選んだのだ。,"Во-вторых, она не хотела, чтобы тётушка Цзин или ещё кто-нибудь догадался о её намерениях, поэтому действовала обходными путями.",
,,,,,,,,,,默认16,,,,《梁祝》是障眼法，是为遮掩“渡芦”这个只有我和她明白、因此心照不宣的地方。,《梁祝》是障眼法，是為遮掩“渡蘆”這個只有我和她明白、因此心照不宣的地方。,"""The Butterfly Lovers"" served as a smokescreen, hiding ""Dulu"" - a place only she and I understood, and thus silently acknowledged.",『梁祝』は目くらましだ。「渡芦」という私と彼女だけが知っているゆえに通じる場所を隠すためのものだ。,"""Влюблённые-бабочки"" - это лишь отвлекающий манёвр, призванный скрыть ""Дулу"" - название, о котором было бы понятно только нам с ней.",
,,,,,,,,,,默认17,,,,她想传达给我的并非是殉情的意图，而是想让我有一日拿到这本《梁祝》，察觉到结局被撕去的蹊跷之处，继而看到这个只有我们两个人知道的地点。,她想傳達給我的並非是殉情的意圖，而是想讓我有一日拿到這本《梁祝》，察覺到結局被撕去的蹊蹺之處，繼而看到這個只有我們兩個人知道的地點。,"Her message to me wasn't about suicidal love, but rather that I might someday obtain this copy of ""The Butterfly Lovers"", notice the suspiciously torn ending, and thereby find this place known only to us two.",彼女が私に伝えたかったのは情死という思いではなく、いつかこの『梁祝』を私が手にした時に結末が破り捨てられていることに違和感を抱き、私たちだけが知っている場所を見つけ出すことだった。,"Она собиралась донести до меня вовсе не намерение о любовном самоубийстве - её расчёт был на то, что я однажды достану эту книгу, обращу внимание на то, что последние страницы вырваны, и таким образом прочитаю название того заветного места.",
,,,,,,,,,,默认18,,,,是的！,是的！,Yes!,そうだ！,Точно!,
,,,,,,,,,,默认19,,,,一定是这样的……,一定是這樣的……,It must be this way...,きっとそうに違いない……,Её задумка определённо была в этом...,
,Se,撞击,,,,,,,,,,,,
,Wait,,,,,,0.3,,,,,,,
,Shake,Graphics,,x=30 y=40 time=0.4,,,,,PageWait,,,,,,,,,
,,,,,,,,,,默认19111,,,,渡芦当铺……,渡蘆當鋪,Dulu Pawnshop,渡芦質屋・・・,"Ломбард ""Дулу""...",
,,,,,,,,,,默认20,,,,那个渡芦当铺，必定藏着她留给我的什么东西！某个她真正想交给我的东西！,那個渡蘆當鋪，必定藏著她留給我的什麼東西！某個她真正想交給我的東西！,That Dulu Pawnshop must be hiding something she left for me! Something she truly meant for me!,あの渡芦という質屋に、きっと彼女が残してくれたものが隠されているはずだ！彼女が本当に私に渡したかったものが！,"В ломбарде ""Дулу"" несомненно хранится какая-то вещь, предназначенная ею для меня! То, что она на самом деле хотела мне передать!",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,东关街城破阴,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,StopBgm,,,,,,4,,,,,,,,,,,
,,,,,,,,,,默认21,,,,……,……,...,……,...,
,,,,,,,,,,默认22,,,,我一路跑到了东关街附近，找到了空幻师父的住处。,我一路跑到了東關街附近，找到了空幻師父的住處。,I ran all the way to Dongguan Street and found Master Konghuan's home.,東関街に来ると、私は空幻和尚の家を探し出した。,Я добежал до окрестностей улицы Восточной заставы и нашёл жилище учителя Кунхуаня.,
,Se,敲门,,1.6,,,,,,,,,,
,,,,,,,,,,默认23,,,,——咚咚咚！,——咚咚咚！,—Knock knock knock!,――ドンドンドン！,*Тук-тук-тук!*,
,,,,,,,,,,默认24,,,,我站在门口，焦急地抬起手，连续敲着门。,我站在門口，焦急地抬起手，連續敲著門。,"I stood at the door, anxiously raising my hand to knock repeatedly.",門前に立ち、急いで手を上げ、何度も叩く。,"Встав у двери, я поспешно поднял руку и принялся стучать.",
,Se,推门,,,,,,,,,,,,
,Bg,和尚陋室,,,,,1,,,,,,,
,,,,,,,,,,默认25,,,,——吱呀。,——吱呀。,—Creak,――ギイ,*Скрип*,
,,,,,,,,,,默认26,,,,木门应声而开。,木門應聲而開。,The wooden door swung open.,門が音を立てて開いた。,Дверь со звуком отворилась.,
,,空幻,疑惑,,,,0.5,,,默认27,,,,[……］,[……］,"""...""",「……」,"""...""",
,,,,,,,,,,默认28,,,,空幻师父果然在家。,空幻師父果然在家。,Master Konghuan was indeed home.,空幻和尚はやはりいた。,Учитель Кунхуань оказался дома.,
,,,无奈,,,,,,,默认29,,,,没多久后，他便拉开了房门，立于门内，面露疑惑之色地看向我。,沒多久後，他便拉開了房門，立於門內，面露疑惑之色地看向我。,"Soon after, he opened the door and stood there, looking at me with puzzlement.",すぐに彼は門を開け、内側から困惑した目つきで私を見た。,"Он быстро распахнул дверь и, стоя в проёме, с недоумением глядел на меня.",
,,空幻,,,,,,,,默认30,,空幻/35-2_空幻_01,,[施主，何事如此匆忙？],[施主，何事如此匆忙？],"""Patron, what brings you here in such haste?""",「どうしたんだ施主どの、そんなに慌てて」,"""Господин мирянин, почто Вы так спешите?""",
,,,说话眯眼,,,,,,,默认31,,,,空幻师父看了看我浑身湿透，气喘吁吁的狼狈模样，有些担忧地问。,空幻師父看了看我渾身濕透，氣喘吁吁的狼狽模樣，有些擔憂地問。,"Master Konghuan looked at my drenched, panting, and disheveled appearance with concern.",空幻は私がびしょ濡れのままぜえぜえと息を荒げているのを見て、心配そうに尋ねてきた。,"Обеспокоенно спросил учитель Кунхуань, глядя на мой беспорядочный вид - я вымок до нитки и тяжело дышал.",
,,方知宥,,,,,,,,默认32,,方知宥/35-2_方知宥_01,,[大师……我想见那个男娃……他可在此处？],[大師……我想見那個男娃……他可在此處？],"""Master... I want to see that boy... Is he here?""",「和尚……あの子に会わせてくれ……今どこにいる？」,"""Великий Учитель... Мне нужно увидеться с тем мальчиком... Он же здесь?""",
,,,,,,,,,,默认33,,,,我扶着门框，调整着因快速奔跑而有些急促的呼吸，上气不接下气地问着。,我扶著門框，調整著因快速奔跑而有些急促地呼吸，上氣不接下氣地問著。,"Leaning against the doorframe while catching my breath from running, I asked breathlessly.",私は門に寄りかかり、走りすぎたせいで上がった呼吸を整えつつ、息を切らして問う。,"Задыхаясь, спросил я, упёршись в дверной косяк и пытаясь успокоить учащённое от бега дыхание.",
,,,,,,,,,,默认34,,,,空幻师父看了看身后，侧身让开。,空幻師父看了看身後，側身讓開。,Master Konghuan glanced behind him and stepped aside.,空幻が後ろを見て、そこをどいた。,Учитель Кунхуань бросил взгляд назад и отошёл в сторону.,
,CharacterOff,,,,,,0.5,,,,,,,
,,,,,,,,,,默认35,,,,他身后，有那个男娃探出头来。,他身後，有那個男娃探出頭來。,"Behind him, the boy peeked out.",すると彼の後ろから、あの男の子がひょっこりと顔を出してきた。,За ним как раз показался тот мальчик.,
,,方男娃,惊讶,,,,,,,默认36,,方恒/35-2_方恒_01,,[咦，是你啊，大哥！],[咦，是你啊，大哥！],"""Oh, it's you, Eldest Brother!""",「あっ、お兄ちゃんだ！」,"""О, это ты, братец!""",
,,,,,,,,,,默认37,,,,他朝我招手，神色比上次见时开朗许多。,他朝我招手，神色比上次見時開朗許多。,"He waved at me, looking much more cheerful than when we last met.",私に向かって手を振る彼。この前見た時よりもだいぶ明るくなっている。,"Помахал он мне рукой. Выглядел он куда веселее, чем в прошлый раз.",
,,方知宥,,,,,,,,默认38,,方知宥/35-2_方知宥_02,,[嗯，是我，这几日你过得可好？],[嗯，是我，這幾日你過得可好？],"""Yes, it's me. How have you been these days?""",「ああ、私だ。元気にしていたか？」,"""Да, это я. У тебя как, всё хорошо?""",
,,,,,,,,,,默认39,,,,我终于调整好了呼吸，笑着询问他。,我終於調整好了呼吸，笑著詢問他。,I finally steadied my breath and asked him with a smile.,ようやく呼吸を整え終えると、笑いながら彼に挨拶をした。,"С улыбкой спросил я его, наконец успокоив дыхание.",
,,方男娃,通常,,,,,,,默认40,,方恒/35-2_方恒_02,,[嘿嘿，大光头待我挺好！你找我有事吗？],[嘿嘿，大光頭待我挺好！你找我有事嗎？],"""Heh, Old Baldy treated me well! Did you need something from me?""",「へへへ、優しいはげのおじさんのおかげで！どうしたの？」,"""Хи-хи, лысый дядя очень добр ко мне! Тебе что-то нужно?""",
,,,,,,,,,,默认41,,,,男娃歪着头，一脸好奇地询问着我。,男娃歪著頭，一臉好奇地詢問著我。,"The boy tilted his head, looking at me curiously.",男の子が首を傾げ、好奇心いっぱいでそう訊く。,Мальчик наклонил голову и с любопытством посмотрел на меня.,
,,方知宥,,,,,,,,默认42,,方知宥/35-2_方知宥_03,,[我来是想向你打听一件事：你家是不是开当铺的，名字可叫“渡芦”？],[我來是想向你打聽一件事,"""I came to ask you something",「一つ聞きたいことがあってね。君の家族がやっていた質屋は、『渡芦』という名かい？」,"""Мне бы хотелось кое-что у тебя спросить - ломбард, принадлежавший вашей семье, ведь назывался 'Дулу', не так ли?""",
,,,,,,,,,,默认43,,,,我没有绕弯，直截了当地询问男娃。,我沒有繞彎，直截了當地詢問男娃。,I cut to the chase and asked the boy directly.,遠回しなことはせず、単刀直入に男の子に尋ねた。,Сразу перешёл я к делу.,
,,方男娃,惊讶,,,,,,,默认44,,方恒/35-2_方恒_03,,[你……你怎么知道！？],[你……你怎麼知道！？],"""You... how did you know!?""",「ど……どうして知ってるの！？」,"""Э-э... Откуда ты это знаешь?!""",
,,,,,,,,,,默认45,,,,男娃被我说中，瞪大眼睛，满脸惊讶之色。,男娃被我說中，瞪大眼睛，滿臉驚訝之色。,"The boy was stunned, his eyes wide with shock.",私に言い当てられ、男の子が目を見開いて驚いた表情になる。,"Мальчик вытаращил глаза с лицом, полным удивления от того, что я попал в точку.",
,,方知宥,,,,,,,,默认46,,方知宥/35-2_方知宥_04,,[许多年前，我曾去过你家铺子，那时你三四岁，还踮着脚想偷柜上的桂花糕……哎！先不说这个，有位姑娘或许曾在你家当铺给我留了东西，你有印象不？],[許多年前，我曾去過你家鋪子，那時你三四歲，還踮著腳想偷櫃上的桂花糕……哎！先不說這個，有位姑娘或許曾在你家當鋪給我留了東西，你有印象嗎？],"""Years ago, I visited your family’s shop. You were three or four, standing on tiptoe trying to sneak osmanthus cake from the counter... Ah! Let’s not talk about that now. A young lady might have left something for me at your pawnshop—do you remember?""",「何年か前に行ったことがあるんだ。君は三四歳で、つま先立ちで桂花糕を盗み食いしていたな……っと、それはさておき、女の人が君のところの質屋に何か預けていかなかったかい？」,"""Несколько лет назад я бывал у вас там, тебе тогда было три-четыре года - ты ещё пытался на цыпочках стащить с прилавка османтусовое пирожное… Кхм! Пока не будем об этом. Одна девушка, возможно, оставляла у вас там в ломбарде кое-какие вещи. Помнишь что-нибудь об этом?""",
,,方男娃,犹豫,,,,,,,默认47,,方恒/35-2_方恒_04,,[来我家当铺的姑娘可多了，我怎么知道你说的是哪个。],[來我家當鋪的姑娘可多了，我怎麼知道你說的是哪個。],"""Many young ladies visit my pawnshop. How would I know which one you mean?""",「うちは女のお客さんが多かったから、どの女の人かわかんないよ」,"""К нам в ломбард приходила куча девушек - откуда мне знать, про какую ты именно.""",
,,,,,,,,,,默认48,,,,男娃摇了摇头。,男娃搖了搖頭。,The boy shook his head.,男の子が首を横に振った。,Покачал головой мальчик.,
,,方知宥,,,,,,,,默认49,,,,[……],[……],"""...""",「……」,"""...""",
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认50,,,,呃。,呃。,Ugh.,うっ。,Эх.,
,,,,,,,,,,默认51,,,,是啊。,是啊。,Yeah.,まあ、それはそうか。,И правда.,
,,,,,,,,,,默认52,,,,我只是问姑娘，扬州城有这么多姑娘去他家当铺当过东西，他又怎会记得？,我只是問姑娘，揚州城有這麼多姑娘去他家當鋪當過東西，他又怎會記得？,"I was just asking about the lady. With so many young ladies in the City of Yangzhou pawning things at his shop, how could he remember?",女と言われても、彼の店に質入れしている女など揚州にごまんといる。覚えているわけがあるまい。,"Я просто сказал про какую-то девушку - а если столько девушек из Янчжоу заносили вещи к ним ломбард, каким образом он мог бы их всех запомнить?",
,,,,,,,,,,默认53,,,,冷静，冷静……我不能太心急了。,冷靜，冷靜……我不能太心急了。,"Calm down, calm down... I can’t be too impatient.",落ち着け、落ち着け……焦りは禁物だ。,"Спокойствие, спокойствие... Не стоит слишком спешить.",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认54,,,,我该说出雁儿姐的模样，帮他回忆——,我該說出雁兒姐的模樣，幫他回憶——,I should describe <ruby=Swan Goose>Sister Yan</ruby>’s appearance to help him remember—,雁姉の容姿を話して思い出させるんだ……,"Нужно описать ему внешность сестрички Лебёдушки, чтобы помочь ему вспомнить получше:",
,,方知宥,,,,,,,,默认55,,方知宥/35-2_方知宥_05,,[嗯……我说得那姑娘生得很美，常穿紫衣，出门时或许会戴着有面纱的斗笠。],[嗯……我說得那姑娘生得很美，常穿紫衣，出門時或許會戴著有面紗的斗笠。],"""Well... the lady I’m referring to was very beautiful, often wore purple, and might have had a veiled hat when she went out.""",「ふむ……とても美しく、いつも紫の服を着ていた。出かける時は面紗つきの笠をかぶっていたかもしれない」,"""Хм... Та девушка, которую я имею в виду, была очень красивой, одетой в фиолетовое платье - и, возможно, на ней была бамбуковая шляпа с вуалью.""",
,,方男娃,通常,,,,,,,默认56,,方恒/35-2_方恒_05,,[很美……紫衣……戴斗笠，唔……还是想不起来。],[很美……紫衣……戴斗笠，唔……還是想不起來。],"""So beautiful... purple dress... wearing a bamboo hat, hmm... still can't remember.""",「きれいで……紫の服で……笠。うーん……思い出せない」,"""Красивая... в фиолетовом платье... в бамбуковой шляпе, хм... Всё-таки что-то не припоминаю.""",
,,,,,,,,,,默认57,,,,他冥思苦想了一阵，最终还是摇了摇头。,他冥思苦想了一陣，最終還是搖了搖頭。,"He pondered hard for a while, but ultimately shook his head.",うんうんとしばらく思い出そうとしていたが、結局彼は首を横に振った。,"Он усиленно пытался вспомнить, но в конце концов покачал головой.",
,,方知宥,,,,,,,,默认58,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认59,,,,也是。,也是。,That makes sense.,無理もない。,Что поделать.,
,,,,,,,,,,默认60,,,,他当时才三四岁，应当不记事。,他當時才三四歲，應當不記事。,He was only three or four years old at the time—too young to remember.,当時は三四歳だ。覚えていないのが普通だ。,Ему тогда было лишь три-четыре года - вряд ли он многое помнит из того времени.,
,,方知宥,,,,,,,,默认61,,方知宥/35-2_方知宥_06,,[那……你不记事的话，不如带我去你家当铺看看？我想亲自去找找。],[那……你不記事的話，不如帶我去你家當鋪看看？我想親自去找找。],"""Well... if you don't remember, why not take me to your family's pawnshop? I'd like to search for myself.""",「そうか……思い出せないなら、一緒に店に来て、見せてもらえないか？自分で確かめたい」,"""Тогда... если ты не можешь вспомнить - может, отведёшь меня туда? Чтобы я сам мог поискать.""",
,,,,,,,,,,默认62,,,,我语气恳切地对男娃请求道。,我語氣懇切地對男娃請求道。,I pleaded earnestly with the boy.,丁寧な口調で、男の子にそう頼んでみる。,Обратился я к мальчику с искренней просьбой.,
,,方男娃,悲伤,,,,0.5,,,默认63,,方恒/35-2_方恒_06,,[当铺早烧没啦！唉……我爹也被那些留辫子的坏人杀了！什么都没剩下……],[當鋪早燒沒啦！唉……我爹也被那些留辮子的壞人殺了！什麼都沒剩下……],"""The pawnshop burned down long ago! Sigh... my father was killed by those queue-wearing bastards! Nothing's left...""",「お店はもう燃えちゃったよ！はあ……父ちゃんも三つ編みの悪いやつに殺されちゃったし、もう何も残ってないよ……」,"""Так ломбард давно уж сгорел! Эх... И папу моего те плохие люди с косичками убили! Ничего не осталось...""",
,,,,,,,,,,默认64,,,,男娃低下了头，有些悲伤而沮丧地说道，声音越来越低。,男娃低下了頭，有些悲傷而沮喪地說道，聲音越來越低。,"The boy lowered his head, speaking in an increasingly soft voice, both sorrowful and dejected.",男の子がうつむき、悲しそうにがっかりした声を出した。だんだん声が小さくなっていく。,"Опустив голову, грустно и подавленно сказал мальчик, голос его становился всё глуше и глуше.",
,,方知宥,,,,,,,,默认65,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认66,,,,我也垂下了眼，神色严肃，不再这么急着去催他。,我也垂下了眼，神色嚴肅，不再這麼急著去催他。,"I too lowered my gaze, my expression turning grave, and stopped pressing him so urgently.",私も目を伏せ、神妙な面持ちになり、それ以上彼を急かさないようにした。,"Я тоже с мрачным видом опустил глаза, отбросив свою настойчивость.",
,CharacterOff,,,,,,0.5,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认67,,,,之所以如此，一半是因为想到当铺被烧，雁儿姐之前所留之物恐怕已不在了。,之所以如此，一半是因為想到當鋪被燒，雁兒姐之前所留之物恐怕已不在了。,"This was partly because I realized that with the pawnshop burned down, the items <ruby=Swan Goose>Sister Yan</ruby> had left there were likely lost.",というのも、店が焼けてしまったため、雁姉が残してくれたものがもうないだろうという諦めが半分あったからだ。,"Отчасти из-за мысли о том, что, раз ломбард сгорел, то вещь, оставленная сестричкой Лебёдушкой, тоже вряд ли уцелела.",
,,,,,,,,,,默认68,,,,另一半……则是因他的这番话，回想起了他的爹爹——那个我曾有一面之缘的当铺掌柜。,另一半……則是因他的這番話，回想起了他的爹爹——那個我曾有一面之緣的當鋪掌櫃。,The other reason... was that his words reminded me of his father—that pawnshop keeper I'd once met.,残る半分は……彼の話で、彼の父親――一度会ったきりの質屋の店主のことを思い出したからだ。,"Но также из-за того… что его слова напомнили мне о его отце - владельце ломбарда, с которым я тогда имел честь пересекаться.",
,,,,,,,,,,默认69,,,,他眉眼温和，待人热情，一看便是一个好人。,他眉眼溫和，待人熱情，一看便是一個好人。,"With his kind eyes and warm demeanor, he was clearly a good man at first glance.",穏やかな目つきと、人に親切にするあの態度で、一目見て良い人だとわかった。,"У него были мягкие черты лица, он был радушен с людьми - с первого взгляда было видно, что он был славным человеком.",
,,,,,,,,,,默认70,,,,这样的人，竟在城破时被东虏所杀……,這樣的人，竟在城破時被東虜所殺……,Yet such a man had been slaughtered by the Eastern Barbarians when the city fell...,そんな人が、町が落ちた時に東虜に殺されたのだ……,"Но после падения города он погиб от рук ""восточных лу""...",
,,,,,,,,,,默认71,,,,可悲。,可悲。,How tragic.,実に悲しい。,Как же это печально.,
,,,,,,,,,,默认72,,,,可叹。,可嘆。,How lamentable.,実に嘆かわしい。,Поистине прискорбно.,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认73,,,,……,……,...,……,...,
,,方男娃,认真,,,,,,,默认74,,方恒/35-2_方恒_07,,[大哥，你……你怎么比我还难过……喂，你也别急，坏人进城前，我爹把一些要紧东西埋起来了，他就是怕被抢光了东西，特意留了一手！],[大哥，你……你怎麼比我還難過……喂，你也別急，壞人進城前，我爹把一些要緊東西埋起來了，他就是怕被搶光了東西，特意留了一手！],"""Eldest Brother, you... why are you even more heartbroken than I am... Hey, don't fret! Before those villains entered the city, my father buried some crucial items. He feared everything would be plundered, so he prepared a contingency!""",「お兄ちゃん……どうして僕より辛そうなの……あっ、待って！悪いやつが町に来る前、父ちゃんが慌てて何かを埋めてた。盗られないように、わざわざ先手を打ってたんだ！」,"""Братец, ты… ну чего ты расстроился даже больше меня… Эй, не переживай - перед тем, как плохие люди вошли в город, папа прикопал некоторые важные вещи. Он боялся, что у нас всё разграбят, и специально подстраховался на этот счёт!""",
,,,,,,,,,,默认75,,,,男娃突然抬头，目光炯炯地望着我说道。,男娃突然抬頭，目光炯炯地望著我說道。,"The boy suddenly looked up, his eyes gleaming as he spoke to me.",男の子がふと顔を上げ、きらきらとした目で私を見上げてそう言った。,"Вдруг мальчик поднял голову и сказал, пристально глядя на меня горящими глазами.",
,,方知宥,,,,,,,,默认76,,方知宥/35-2_方知宥_07,,[什么！那……那我能去看看嘛？],[什麼！那……那我能去看看嘛？],"""What! Then... can I go take a look?""",「何っ！？じゃあ……それを確かめに行ってもいいか？」,"""Что?! Тогда... тогда можно мне сходить туда посмотреть?""",
,,,,,,,,,,默认77,,,,我听到这个消息，心头一振，险些控制不住神色。,我聽到這個消息，心頭一振，險些控制不住神色。,"Hearing this news, my heart leaped, and I nearly lost control of my expression.",その話を聞き、胸がざわつく。感情を抑えきれなくなりそうなのをなんとか止めた。,"От услышанного моё сердце дрогнуло, и я еле сдержал эмоции.",
